#id,name,request_email,notes,home_page,tag_string
mairie-81033-01,Mairie - Blaye-les-Mines,contact@mairie-blaye.fr,"Adresse : 145 bis avenue d'Albi, 81400,Blaye-les-Mines | Tél : 05 63 80 25 10 | Fax : 05 63 76 51 77",http://www.mairie-blaye.fr,mairie
mairie-87189-01,Mairie - Les Salles-Lavauguyon,mairiedessalleslavauguyon@wanadoo.fr,"Adresse : 1 rue des Fourbisseurs,87440,Les Salles-Lavauguyon | Tél : 05 55 00 30 68 | Fax : 05 55 00 35 42",https://commune-les-salles-lavauguyon-97.webself.net,mairie
mairie-87190-01,Mairie - Sauviat-sur-Vige,mairie.sauviat@wanadoo.fr,"Adresse : 68 rue Émile-Dourdet,87400,Sauviat-sur-Vige | Tél : 05 55 75 30 28 | Fax : 05 55 75 35 61",http://www.mairie-sauviat-sur-vige.fr,mairie
mairie-87191-01,Mairie - Séreilhac,secretariat@sereilhac.com,"Adresse : 7 allée des Tilleuls,87620,Séreilhac | Tél : 05 55 39 10 33 | Fax : 05 55 39 19 31",http://www.sereilhac.com,mairie
mairie-87192-01,Mairie - Solignac,mairie@solignac.fr,"Adresse : 57 avenue Saint-Éloi,87110,Solignac | Tél : 05 55 00 50 09 | Fax : 05 55 00 57 08",http://www.solignac.fr,mairie
mairie-87193-01,Mairie - Surdoux,mairie.surdoux@gmail.com,"Adresse : 6 le Bourg,87130,Surdoux | Tél : 05 55 69 61 22 | Fax : 05 55 36 39 38",,mairie
mairie-87194-01,Mairie - Sussac,mairiesussac@wanadoo.fr,"Adresse : Le Bourg,87130,Sussac | Tél : 05 55 69 62 41 | Fax : 05 55 69 36 80",,mairie
mairie-87195-01,Mairie - Tersannes,mairie.tersannes@wanadoo.fr,"Adresse : 1 chemin de l'École,87360,Tersannes | Tél : 05 55 68 20 79 | Fax : ",,mairie
mairie-87196-01,Mairie - Thiat,mairie.thiat@wanadoo.fr,"Adresse : 31 rue Principale,87320,Thiat | Tél : 05 55 68 43 87 | Fax : 05 55 60 07 52",,mairie
mairie-87197-01,Mairie - Thouron,mairie.thouron@wanadoo.fr,"Adresse : 1 rue de la Mairie,87140,Thouron | Tél : 05 55 53 48 49 | Fax : 05 55 53 48 55",http://www.commune-thouron.fr,mairie
mairie-87198-01,Mairie - Vaulry,mairie.vaulry@wanadoo.fr,"Adresse : 5 rue du 19-Mars-01962,87140,Vaulry | Tél : 05 55 53 31 91 | Fax : 05 55 53 31 91",,mairie
mairie-87200-01,Mairie - Verneuil-Moustiers,mairie.verneuil-moustiers@wanadoo.fr,"Adresse : Le Bourg,87360,Verneuil-Moustiers | Tél : 05 55 68 21 62 | Fax : ",,mairie
mairie-87201-01,Mairie - Verneuil-sur-Vienne,mairie-verneuil-vienne@wanadoo.fr,"Adresse : 2 place de l'Église,87430,Verneuil-sur-Vienne | Tél : 05 55 48 03 00 | Fax : 05 55 48 09 59",http://www.verneuil-sur-vienne.fr,mairie
mairie-87202-01,Mairie - Veyrac,secretariat@veyrac.fr,"Adresse : 1 place de la Mairie,87520,Veyrac | Tél : 05 55 03 50 76 | Fax : 05 55 03 83 40",http://www.veyrac.fr,mairie
mairie-87203-01,Mairie - Vicq-sur-Breuilh,mairie.vicq@wanadoo.fr,"Adresse : Le Bourg,87260,Vicq-sur-Breuilh | Tél : 05 55 00 61 03 | Fax : 05 55 00 60 27",,mairie
mairie-87204-01,Mairie - Videix,commune-de-videix@wanadoo.fr,"Adresse : 2 le Bourg,87600,Videix | Tél : 05 55 48 62 62 | Fax : 05 55 48 20 91",,mairie
mairie-87205-01,Mairie - Le Vigen,mairie-le-vigen@orange.fr,"Adresse : 1 place Adrien-Delor,87110,Le Vigen | Tél : 05 55 00 51 17 | Fax : 05 55 00 54 27",http://www.le-vigen.fr,mairie
mairie-87206-01,Mairie - Villefavard,commune.villefavard@orange.fr,"Adresse : La Solitude - 1 rue de l'Égalité,87190,Villefavard | Tél : 05 55 76 50 13 | Fax : 05 55 76 59 64",,mairie
maison_handicapees-87085-01,Maison départementale des personnes handicapées (MDPH) - Haute-Vienne,contact.mdph@haute-vienne.fr,"Adresse : 8 place des Carmes - BP 73129,87031,Limoges Cedex 1 | Tél : 05 55 14 14 50 | Fax : 05 55 14 15 25",http://www.haute-vienne.fr,maison_handicapees
mission_locale-87001-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Aixe-sur-Vienne,mlrurale87@wanadoo.fr,"Adresse : 8 avenue François-Miterrand,87700,Aixe-sur-Vienne | Tél : 05 55 70 45 74 | Fax : 05 55 70 06 47",http://www.missionlocaleruraledelahautevienne.com,mission_locale
mission_locale-87011-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Bellac,mlr87bellac@wanadoo.fr,"Adresse : 2 rue du Coq,87300,Bellac | Tél : 05 55 68 87 54 | Fax : ",http://www.missionlocaleruralehautevienne.com,mission_locale
mission_locale-87085-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Limoges (antenne de Baubreuil),mission.locale@mlagglo-limoges.org,"Adresse : 6 allée Marcel-Proust,87280,Limoges | Tél : 05 55 37 56 81 | Fax : 05 55 35 20 61",http://www.mission-locale-limoges.fr,mission_locale
mission_locale-87085-02,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Limoges (antenne de La Bastide),mission.locale@mlagglo-limoges.org,"Adresse : 3 rue Gauguin,87000,Limoges | Tél : 05 55 37 06 65 | Fax : 05 55 37 31 60",http://www.mission-locale-limoges.fr,mission_locale
mission_locale-87085-03,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Limoges (Agglomération),mission.locale@mlagglo-limoges.org,"Adresse : 18 rue Aigueperse,87000,Limoges | Tél : 05 55 10 01 00 | Fax : 05 55 10 01 11",http://www.mission-locale-limoges.fr,mission_locale
mission_locale-87154-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Saint-Junien,mlr87stjunien@wanadoo.fr,"Adresse : Centre Martial-Pascaud - Rue d'Arsonval,87200,Saint-Junien | Tél : 05 55 02 05 71 | Fax : ",http://www.missionlocaleruralehautevienne.com,mission_locale
mission_locale-87187-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Saint-Yrieix-la-Perche,mlr87styrieixlaperche@wanadoo.fr,"Adresse : Rue du 8-Mai-01945,87500,Saint-Yrieix-la-Perche | Tél : 05 55 08 27 98 | Fax : 05 55 08 28 00",http://www.missionlocaleruralehautevienne.com,mission_locale
mjd-87085-01,Maison de justice et du droit  de Limoges,mjd.tgi-limoges@justice.fr,"Adresse : 38 rue Rhin et Danube,87000,LIMOGES | Tél : 05 55 04 04 05 | Fax : 05 55 04 04 09",,mjd
msap-87002-01,Maison de services au public - Ambazac,ambazac@pimms.org,"Adresse : Point information médiation multi-services - 2 place de la Gare,87240,Ambazac | Tél : 05 55 57 05 30 | Fax : ",https://www.maisondeservicesaupublic.fr/content/pimms-ambazac,msap
msap-87003-01,Maison de services au public - Arnac-la-Poste,msap.arnac-la-poste@laposte.fr,"Adresse : Bureau de poste - 15 place du Champ-de-Foire,87160,Arnac-la-Poste | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/arnac-la-poste-bureau-de-poste,msap
msap-87032-01,Maison de services au public - Châlus,referent.msap@paysdenexon-montsdechalus.fr,"Adresse : Communauté de communes Pays de Nexon Monts de Châlus - 28 avenue Francois-Mitterrand,87230,Châlus | Tél : 05 55 78 29 29 | Fax : ",https://www.maisondeservicesaupublic.fr/content/communaute-de-communes-pays-de-nexon-monts-de-chalus,msap
msap-87054-01,Maison de services au public - Cussac,msap.cussac@laposte.fr,"Adresse : Bureau de poste - Le Bourg,87150,Cussac | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/cussac-bureau-de-poste,msap
msap-87097-01,Maison de services au public - Mézières-sur-Issoire,msap.mezieres-sur-issoire@laposte.fr,"Adresse : Bureau de poste - 1 centre André-Reynaud,87330,Mézières-sur-Issoire | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/mezieres-sur-issoire-bureau-de-poste,msap
msap-87146-01,Maison de services au public - Saint-Germain-les-Belles,msap.saint-germain-les-belles@laposte.fr,"Adresse : Bureau de poste - 2 avenue du Remblai,87380,Saint-Germain-les-Belles | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/saint-germain-les-belles-bureau-de-poste,msap
msap-87187-01,Maison de services au public - Saint-Yrieix-la-Perche,info@communaute-saint-yrieix.fr,"Adresse : Rue du 8-Mai-01945,87500,Saint-Yrieix-la-Perche | Tél : 05 55 08 88 76 | Fax : ",https://www.maisondeservicesaupublic.fr/content/saint-yrieix,msap
ofii-87085-01,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Limoges (dép. 23, 19, 87)",limoges@ofii.fr,"Adresse : 19 rue Cruveilhier,87000,Limoges | Tél : 05 55 11 01 10 | Fax : 05 55 11 01 11",http://www.ofii.fr,ofii
onac-87085-01,Office national des anciens combattants et victimes de guerre (ONACVG) - Service départemental - Haute-Vienne,sd87@onacvg.fr,"Adresse : 6 rue Haute-de-la-Comédie,87000,Limoges | Tél : 05 55 33 98 85 | Fax : 05 55 32 72 94",https://www.onac-vg.fr,onac
pif-87011-01,Point info famille - Bellac,afr.bellac@aliceadsl.fr,"Adresse : Relais familles - 17 place du Palais,87300,Bellac | Tél : 05 55 68 73 47 | Fax : ",,pif
pif-87085-01,Point info famille - Limoges - Pénitents-Blancs,cridff.limousin@wanadoo.fr,"Adresse : Centre dinformation sur les droits des femmes et des familles (CIDFF) - 29 C rue des Pénitents-Blancs,87000,Limoges | Tél : 05 55 33 86 00 | Fax : ",,pif
pif-87154-01,Point info famille - Saint-Junien,ccas@mairie-saint-junien.fr,"Adresse : 2 place Auguste-Roche - BP 115,87205,Saint-Junien Cedex | Tél : 05 55 43 06 82 | Fax : 05 55 02 42 88",,pif
pif-87161-01,Point info famille - Saint-Léonard,foyerural@free.fr,"Adresse : Association foyer rural de Saint-Léonard - Espace Denis-Dussoubs,87400,Saint-Léonard-de-Noblat | Tél : 05 55 56 11 18 | Fax : 05 55 56 89 74",,pif
pif-87187-01,Point info famille - Saint-Yrieix-la-Perche,afr2.styrieix@wanadoo.fr,"Adresse : Familles rurales - 60 place de la Nation,87500,Saint-Yrieix-la-Perche | Tél : 05 55 09 30 86 | Fax : 05 55 09 30 86",,pif
pmi-87085-01,Centre de protection maternelle et infantile (PMI) - Limoges,contact.sppe@haute-vienne.fr,"Adresse : 11 rue François-Chénieux - CS 83112,87031,Limoges Cedex 1 | Tél : 05 44 00 11 65 | Fax : 05 44 00 14 40",http://www.haute-vienne.fr,pmi
pmi-87154-01,Centre de protection maternelle et infantile (PMI) - Saint-Junien,mddouesthautevienne@hautevienne.fr,"Adresse : 2 rue Alfred-de-Musset,87200,Saint-Junien | Tél : 05 55 43 06 06 | Fax : 05 55 43 00 60",,pmi
prefecture-87085-01,Préfecture - Haute-Vienne,brigitte.defaye@haute-vienne.gouv.fr,"Adresse : 1, rue de la Préfecture - BP 87031,87031,Limoges Cedex 1 | Tél : 05 55 44 18 00 | Fax : +33 5 55 44 17 54",http://www.haute-vienne.gouv.fr,prefecture
prefecture_greffe_associations-87011-01,Greffe des associations - Haute-Vienne (Bellac),simone.baron@haute-vienne.gouv.fr,"Adresse : 8 rue Lamartine,87300,Bellac | Tél : 05 55 60 92 72 | Fax : ",http://www.haute-vienne.gouv.fr,prefecture_greffe_associations
prefecture_greffe_associations-87085-01,Greffe des associations - Haute-Vienne (Limoges),pref-pass87@haute-vienne.gouv.fr,"Adresse : Préfecture - DDCSPP de la Haute-Vienne - Greffe des associations - 39 avenue de la Libération - CS 33918,87039,Limoges cedex 1 | Tél : 05 19 76 12 57 | Fax : 05 55 44 17 54",http://www.haute-vienne.gouv.fr,prefecture_greffe_associations
prefecture_greffe_associations-87126-01,Greffe des associations - Haute-Vienne (Rochechouart),sp-rochechouart@haute-vienne.gouv.fr,"Adresse : Sous-préfecture de Rochechouart - 2 place des Halles - BP 1,87600,Rochechouart | Tél : 05 55 43 83 16 | Fax : ",http://www.haute-vienne.gouv.fr,prefecture_greffe_associations
prudhommes-87085-01,Conseil de prud'hommes de Limoges,chg.cph-limoges@justice.fr,"Adresse : 41 boulevard Carnot - BP 20,87001,LIMOGES CEDEX 1 | Tél : 05 87 19 34 00 | Fax : ",http://www.justice.gouv.fr/,prudhommes
rectorat-87085-01,Rectorat - Académie de Limoges,ce.rectorat@ac-limoges.fr,"Adresse : 13 rue François-Chénieux,87000,Limoges | Tél : 05 55 11 40 40 | Fax : 05 55 11 43 02",http://www.ac-limoges.fr,rectorat
sie-87011-01,Service des impôts des entreprises du centre des finances publiques de Bellac,sip-sie.bellac@dgfip.finances.gouv.fr,"Adresse : 1 rue Thiers - BP 58,87300,Bellac Cedex | Tél : 05 55 60 93 20 | Fax : 05 55 60 93 89",http://www.impots.gouv.fr,sie
sie-87085-02,Service des impôts des entreprises du centre des finances publiques de Limoges,sie.limoges-ville@dgfip.finances.gouv.fr,"Adresse : 30 rue Cruveilhier - BP 601003,87050,Limoges Cedex 2 | Tél : 05 55 45 58 80 | Fax : ",http://www.impots.gouv.fr,sie
sie-87154-01,Service des impôts des entreprises du centre des finances publiques de Saint-Junien,sip-sie.saint-junien@dgfip.finances.gouv.fr,"Adresse : 28 rue Junien Rigaud - BP 117,87205,Saint-Junien Cedex | Tél : 05 55 43 09 29 | Fax : ",http://www.impots.gouv.fr,sie
sie-87187-01,Service des impôts des entreprises du centre des finances publiques de Saint-Yrieix-la-Perche,sip-sie.saint-yrieix-la-perche@dgfip.finances.gouv.fr,"Adresse : 12 avenue Docteur-Lemoyne,87500,Saint-Yrieix-la-Perche | Tél : 05 55 08 36 10 | Fax : ",http://www.impots.gouv.fr,sie
sous_pref-87126-01,Sous-préfecture de Rochechouart,sp-rochechouart@haute-vienne.gouv.fr,"Adresse : 2, place des Halls - BP 1,87600,Rochechouart | Tél : 05 55 43 83 10 | Fax : +33 5 55 43 83 23",http://www.haute-vienne.gouv.fr,sous_pref
suio-87085-01,Service universitaire d'information et d'orientation (SUIO) - Université Limoges,carrefour-des-etudiants@unilim.fr,"Adresse : Carrefour des étudiants - 88 rue du Pont-Saint-Martial,87000,Limoges | Tél : 05 55 14 90 70 | Fax : 05 55 14 90 71",http://www.carrefourdesetudiants.unilim.fr,suio
ta-87085-01,Tribunal administratif - Limoges,greffe.ta-limoges@juradm.fr,"Adresse : 1 cours Vergniaud,87000,Limoges | Tél : 05 55 33 91 55 | Fax : 05 55 33 91 60",http://limoges.tribunal-administratif.fr,ta
tresorerie-87001-01,Trésorerie d'Aixe-sur-Vienne,t087001@dgfip.finances.gouv.fr,"Adresse : 38 avenue du Président-Wilson - BP 51,87700,Aixe-sur-Vienne | Tél : 05 55 70 21 38 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87011-01,Trésorerie de Bellac,sip-sie.bellac@dgfip.finances.gouv.fr,"Adresse : 1 rue Thiers,87300,Bellac | Tél : 05 55 60 93 20 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87014-01,Trésorerie de Bessines-sur-Gartempe,t087004@dgfip.finances.gouv.fr,"Adresse : 4 rue Jean-Moulin,87250,Bessines-sur-Gartempe | Tél : 05 55 76 00 78 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87032-01,Trésorerie de Châlus - Dournazac,t087005@dgfip.finances.gouv.fr,"Adresse : 21 avenue François-Mitterrand - BP 33,87230,Châlus | Tél : 05 55 78 43 58 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87064-01,Trésorerie d'Eymoutiers,t087010@dgfip.finances.gouv.fr,"Adresse : 8 rue de la Collégiale - BP 34,87120,Eymoutiers | Tél : 05 55 69 10 13 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87075-01,Trésorerie de l'ODHAC et OPH Saint-Junien,t087035@dgfip.finances.gouv.fr,"Adresse : 4 rue Robert-Schuman,87170,Isle | Tél : 05 55 43 23 60 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87085-01,Trésorerie de Limoges Banlieue et Amendes,t087013@dgfip.finances.gouv.fr,"Adresse : 31 avenue Baudin,87037,Limoges Cedex | Tél : 05 55 33 37 37 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87085-02,Trésorerie Limoges CHU inter-hospitalier,t087015@dgfip.finances.gouv.fr,"Adresse : 2 avenue Martin-Luther-King - CS 30126,87042,Limoges Cedex 1 | Tél : 05 55 05 60 59 | Fax : 05 55 50 96 32",http://www.impots.gouv.fr,tresorerie
tresorerie-87085-03,Trésorerie de Limoges Habitat,t087034@dgfip.finances.gouv.fr,"Adresse : 224 rue François-Perrin,87037,Limoges Cedex | Tél : 05 55 43 45 00 | Fax : ",http://www.limogeshabitat.fr,tresorerie
tresorerie-87085-04,Trésorerie de Limoges municipale,t087014@dgfip.finances.gouv.fr,"Adresse : 31 rue Montmailler,87043,Limoges Cedex | Tél : 05 55 33 11 47 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87089-01,Trésorerie de la Basse-Marche,t087016@dgfip.finances.gouv.fr,"Adresse : 9 place de la République - BP 30,87190,Magnac-Laval | Tél : 05 55 68 53 48 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87103-01,Trésorerie de Nantiat,t087018@dgfip.finances.gouv.fr,"Adresse : 1 rue Traversière,87140,Nantiat | Tél : 05 55 53 54 54 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87119-01,Trésorerie de Pierre-Buffière,t087023@dgfip.finances.gouv.fr,"Adresse : Chabanas,87260,Pierre-Buffière | Tél : 05 55 00 60 57 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87126-01,Trésorerie de Rochechouart,t087024@dgfip.finances.gouv.fr,"Adresse : 4 rue Victor-Hugo - BP 10,87600,Rochechouart | Tél : 05 55 03 62 74 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87161-01,Trésorerie de Saint-Léonard-de-Noblat,t087028@dgfip.finances.gouv.fr,"Adresse : 1 bis avenue Raymond-Poulidor,87400,Saint-Léonard-de-Noblat | Tél : 05 55 56 04 60 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-87187-01,Trésorerie de Saint-Yrieix-la-Perche,t087032@dgfip.finances.gouv.fr,"Adresse : 12 avenue du Docteur-Lemoyne,87500,Saint-Yrieix-la-Perche | Tél : 05 55 08 36 37 | Fax : ",http://www.impots.gouv.fr,tresorerie
accompagnement_personnes_agees-88487-01,Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Val-d'Ajol,direction@chasvm-valdajol.fr,"Adresse : Centre d'hébergement d'accueil et de soins des Vosges méridionnales - Réseau gérontologique des Ets des Hautes Vosges - 71 Grande Rue,88340,Le Val-d'Ajol | Tél : 03 29 30 67 04 | Fax : ",,accompagnement_personnes_agees
anah-88160-01,Agence nationale de l'habitat (Anah) - Vosges,anah@vosges.gouv.fr,"Adresse : 22-26 avenue Dutac,88026,Épinal Cedex | Tél : 03 29 69 13 76 | Fax : 03 29 69 13 12",http://www.anah.fr,anah
bureau_de_douane-88160-01,Bureau de douane - Epinal,r-epinal@douane.finances.gouv.fr,"Adresse : 16 avenue Pierre Blanck - BP 01028 - Zone de la Voivre,88050,Epinal Cedex 09 | Tél : 09 70 27 75 99 | Fax : 03 29 31 06 17",,bureau_de_douane
cci-88160-01,Chambre de commerce et d'industrie (CCI) - Vosges,cci@vosges.cci.fr,"Adresse : 10 rue Claude-Gelée,88026,Épinal Cedex | Tél : 03 29 33 88 88 | Fax : 03 29 64 01 88",http://www.vosges.cci.fr,cci
cdg-88160-01,Centre de gestion de la fonction publique territoriale - Vosges,cdg88@cdg88.fr,"Adresse : 28 rue de la Clé-d'Or - CS 70055,88026,Épinal | Tél : 03 29 35 63 10 | Fax : ",http://www.cdg88.fr,cdg
cg-88160-01,Conseil départemental - Vosges,webmestre@vosges.fr,"Adresse : Hôtel du département - 8 rue de la Préfecture,88000,Épinal | Tél : 03 29 29 88 88 | Fax : 03 29 29 88 61",http://www.vosges.fr,cg
chambre_agriculture-88160-01,Chambre d'agriculture - Vosges,contact@vosges.chambagri.fr,"Adresse : La Colombière - 17 rue André-Vitu,88026,Épinal Cedex | Tél : 03 29 29 23 23 | Fax : 03 29 29 23 60",http://www.vosges.chambre-agriculture.fr,chambre_agriculture
chambre_metier-88160-01,Chambre de métiers et de l'artisanat (CMA) - Vosges,chambre.metiers@cma-vosges.fr,"Adresse : Cité de l'artisanat et de l'entreprise - 22 rue Léo-Valentin - CS 80019,88027,Épinal Cedex | Tél : 03 29 69 55 55 | Fax : 03 29 69 55 57",http://www.cma-vosges.fr,chambre_metier
cidf-88160-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Vosges,contact@cidff88.com,"Adresse : 19 rue d'Ambrail,88000,Épinal | Tél : 03 29 35 49 15 | Fax : ",http://www.infofemmes.com/v2/p/Contact/Coordonnees-de-votre-CIDFF/cidff-des-vosges/2382,cidf
cij-88075-01,Point information jeunesse - La Bresse,mlclabresse@wanadoo.fr,"Adresse : Maison des loisirs et de la culture - 7 A rue de la Clairie,88250,La Bresse | Tél : 03 29 25 60 09 | Fax : ",http://www.mlclabresse.fr,cij
cij-88114-01,Point information jeunesse - Contrexéville,griffonassotoupie@gmail.com,"Adresse : Espace André-Chédid - 123 rue Jean-Moulin,88140,Contrexéville | Tél : 03 29 07 62 44 | Fax : ",http://www.centresociallatoupie.com,cij
cij-88160-01,Bureau information jeunesse - Épinal,bij@epinal.fr,"Adresse : 12 rue du Général-Leclerc,88000,Épinal | Tél : 03 29 68 51 29 | Fax : ",http://www.epinal.fr,cij
cij-88321-01,Point information jeunesse - Neufchâteau,ccas.neufchateau@mairie-neufchateau.fr,"Adresse : Maison de services au public - 5 square des Anciens-d'Indochine,88300,Neufchâteau | Tél : 03 29 95 61 20 | Fax : ",,cij
cij-88372-01,Point information jeunesse - Raon-l'Étape,pointcybraon@wanadoo.fr,"Adresse : 2 rue Clemenceau,88110,Raon-l'Étape | Tél : 03 29 51 12 45 | Fax : 03 29 41 94 63",http://www.raonletape.fr,cij
cij-88447-01,Point information jeunesse - Saulxures-sur-Moselotte,tourisme@saulxures-sur-moselotte.fr,"Adresse : 11 rue Pasteur,88290,Saulxures-sur-Moselotte | Tél : 03 29 24 52 13 | Fax : ",http://www.saulxures-sur-moselotte.fr,cij
cij-88465-01,Point information jeunesse - Thaon-les-Vosges,contact@centresocial-thaon.fr,"Adresse : Centre social Arts et Loisirs - 24 avenue de l'Europe,88150,Thaon-les-Vosges | Tél : 03 29 39 12 43 | Fax : ",http://www.centressocial-thaon.fr,cij
cio-88160-01,Centre dinformation et dorientation (CIO) - Épinal-Remiremont,ce.cio88-epinal@ac-nancy-metz.fr,"Adresse : 46 rue Abel-Ferry,88000,Épinal | Tél : 03 29 82 20 94 | Fax : 03 29 82 59 51",http://www.ac-nancy-metz.fr,cio
cio-88321-01,Centre dinformation et dorientation (CIO) - Neufchâteau,ce.cio88-neufchateau@ac-nancy-metz.fr,"Adresse : 4 rue Rebeval,88300,Neufchâteau | Tél : 03 29 94 35 09 | Fax : 03 29 06 41 38",http://www4.ac-nancy-metz.frcio-neufchateau,cio
cio-88413-01,Centre dinformation et dorientation (CIO) - Saint-Dié,ce.cio88-saintdie@ac-nancy-metz.fr,"Adresse : 15 rue du 10ème-Bataillon-des-Chasseurs-à-Pied,88100,Saint-Dié-des-Vosges | Tél : 03 29 55 13 57 | Fax : 03 29 41 26 12",http://www.education.gouv.fr,cio
clic-88078-01,Point d'information local dédié aux personnes âgées - Bruyères,clicbruyeres@vosges.fr,"Adresse : Centre local d'information et de coordination entre Montagne et Mortagne - 31 avenue de Lattre-de-Tassigny,88600,Bruyères | Tél : 03 29 38 53 25 | Fax : ",http://www.vosges.fr,clic
clic-88151-01,Point d'information local dédié aux personnes âgées - Dompaire,clicdompaire@vosges.fr,"Adresse : Centre local d'information et de coordination centre-Vosges - 70 rue des Anciens-Combattants,88270,Dompaire | Tél : 03 29 29 19 45 | Fax : 03 29 38 91 79",,clic
clic-88160-01,Point d'information local dédié aux personnes âgées - Epinal,clicepinal@vosges.fr,"Adresse : Centre local d'information et de coordination d'Epinal et couronne - 1 rue de la Préfecture,88000,Épinal | Tél : 03 29 38 52 80 | Fax : ",,clic
clic-88321-01,Point d'information local dédié aux personnes âgées - Neufchâteau,clicplaine@vosges.fr,"Adresse : Centre local d'information et de coordination de la Plaine-des-Vosges - 39 rue Jules-Ferry,88300,Neufchâteau | Tél : 03 29 38 53 30 | Fax : ",http://www.vosges.fr,clic
clic-88383-01,Point d'information local dédié aux personnes âgées - Remiremont,clicremiremont@vosges.fr,"Adresse : Centre local d'information et de coordination de Remiremont et vallées - 8 place Henri-Utard,88200,Remiremont | Tél : 03 29 38 53 20 | Fax : 03 29 38 53 21",,clic
clic-88413-01,Point d'information local dédié aux personnes âgées - Saint-Dié-des-Vosges,clicdeodatie@vosges.fr,"Adresse : Centre local d'information et de coordination de la Déodatie - 67 rue de la Prairie,88100,Saint-Dié-des-Vosges | Tél : 03 29 56 42 88 | Fax : 03 29 27 19 65",,clic
cnfpt-88160-01,Centre national de la fonction publique territoriale (CNFPT) - Antenne départementale - Vosges,antenne.vosges@cnfpt.fr,"Adresse : 20 rue Jules-Méline,88000,Épinal | Tél : 03 29 64 05 22 | Fax : 03 29 64 07 29",http://www.cnfpt.fr,cnfpt
commissariat_police-88413-01,Commissariat de police de Saint-Dié-des-Vosges,ddsp88-csp-saint-die-des-vosges@interieur.gouv.fr,"Adresse : 8 rue de la Madeleine,88100,Saint-Dié-des-Vosges | Tél : 03 29 55 17 77 / appeler le 17 en cas d'urgence | Fax : 03 29 55 79 74",http://www.police-nationale.interieur.gouv.fr,commissariat_police
commission_conciliation-88160-01,Commission départementale de conciliation -  Vosges,ddt@vosges.gouv.fr,"Adresse : 22-26, avenue Dutac - Direction départementale des territoires des Vosges,88026,Épinal Cedex | Tél : 03 3 29 69 12 12 | Fax : 03 29 69 13 12",http://www.vosges.gouv.fr,commission_conciliation
conciliateur_fiscal-88160-01,Conciliateur fiscal départemental - Vosges,conciliateurfiscal88@dgfip.finances.gouv.fr,"Adresse : BP 573,88020,Épinal Cedex | Tél : | Fax : ",http://www.impots.gouv.fr,conciliateur_fiscal
crib-88160-01,Centre de ressources et d'information des bénévoles (Crib) - Profession sport animation 88,profession.sports.vosges@wanadoo.fr,"Adresse : Maison des associations - 12 quartier de la Madeleine - BP 73,88002,Épinal Cedex | Tél : 03 29 35 06 70 | Fax : 03 29 35 76 34",http://www.associations.gouv.fr,crib
crib-88160-02,Centre de ressources et d'information des bénévoles (Crib) - Ligue de l'enseignement des Vosges,contact@fol-88.com,"Adresse : 15 rue Général-de-Reffye,88000,Épinal | Tél : 03 29 69 64 64 | Fax : 03 29 64 01 13",http://www.88.assoligue.org,crib
crib-88357-01,Centre de ressources et d'information des bénévoles (Crib) - Fédération départementale des foyers ruraux des Vosges,foyers-ruraux88@wanadoo.fr,"Adresse : 58 route de Neufchâteau,88500,Poussay | Tél : 03 29 37 41 42 | Fax : ",http://www.foyers-ruraux-vosges.org,crib
ddcspp-88160-01,Direction départementale de la cohésion sociale et de la protection des populations (DDCSPP) des Vosges,ddcspp@vosges.gouv.fr,"Adresse : Parc économique du Saut-le-Cerf - 4, avenue du Rose-Poirier,88050,Épinal Cedex 9 | Tél : 03 29 68 48 48 | Fax : 03 29 68 48 54",,ddcspp
