#id,name,request_email,notes,home_page,tag_string,valid_email,commune
agefiph-63113-01,Agefiph - Auvergne-Rhône-Alpes,auvergne-rhones-alpes@agefiph.asso.fr,"Adresse : Immeuble Gergovia - 65 boulevard François-Mitterrand - 6e étage,63010,Clermont-Ferrand | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 73 34 76 93",http://www.agefiph.fr,agefiph,True,Clermont-Ferrand
mairie-86141-01,Mairie - Magné,magne@departement86.fr,"Adresse : 11 rue Anatole-de-Briey,86160,Magné | Tél : 05 49 59 33 04 | Fax : ",http://www.magne86.fr,mairie,True,Magné
mairie-79162-01,Mairie - Magné,mairie@ville-magne.fr,"Adresse : Square Saint-Germain,79460,Magné | Tél : 05 49 35 71 80 | Fax : 05 49 35 24 92",http://www.ville-magne.fr,mairie,True,Magné
mairie-37142-01,Mairie - Maillé,secretariat@maille.fr,"Adresse : Rue du 25-Août,37800,Maillé | Tél : 02 47 65 24 71 | Fax : ",http://www.maille.fr,mairie,True,Maillé
mairie-86142-01,Mairie - Maillé,86maille@wanadoo.fr,"Adresse : 4 rue de Picard,86190,Maillé | Tél : 05 49 60 12 56 | Fax : 05 49 50 69 45",http://www.maille.a3w.fr,mairie,True,Maillé
mairie-85132-01,Mairie - Maillé,mairiedemaille@wanadoo.fr,"Adresse : 3 rue de la Mairie,85420,Maillé | Tél : 02 51 87 05 78 | Fax : 02 51 87 02 48",http://www.ville-maille.fr,mairie,True,Maillé
mairie-52301-01,Mairie - Maisoncelles,mairiemaisoncelles@orange.fr,"Adresse : 1 rue de la Mairie,52240,Maisoncelles | Tél : 03 25 03 74 06 | Fax : ",,mairie,True,Maisoncelles
mairie-72178-01,Mairie - Maisoncelles,mairiemaisoncelles72@wanadoo.fr,"Adresse : 16 rue du Val-de-Loir,72440,Maisoncelles | Tél : 02 43 35 41 40 | Fax : 02 43 35 91 85",http://www.cc-paysbilurien.fr,mairie,True,Maisoncelles
mairie-11213-01,Mairie - Maisons,mairie.de.maisons@orange.fr,"Adresse : 16,  rue Mont-Tauch, 011330, Maisons | Tél : 09 66 91 40 62 | Fax : 04 68 33 31 48",,mairie,True,Maisons
mairie-14391-01,Mairie - Maisons,mairiemaisons@orange.fr,"Adresse : boulevard Winston Churchill, 014400, Maisons | Tél : 02 31 92 52 58 | Fax : ",http://www.maisons14.fr,mairie,True,Maisons
mairie-28230-01,Mairie - Maisons,mairie.maisons28@wanadoo.fr,"Adresse : 33 Grande rue, 28700, Maisons | Tél : 02 37 24 60 73 | Fax : 02 37 24 60 73",,mairie,True,Maisons
mairie-70325-01,Mairie - Maizières,mairie.maizieres@wanadoo.fr,"Adresse : 8 rue de la Poste,70190,Maizières | Tél : 03 84 78 25 63 | Fax : ",,mairie,True,Maizières
mairie-14394-01,Mairie - Maizières,mairiemaizieres@hotmail.fr,"Adresse : 38 rue du Major-Styffe, 014190, Maizières | Tél : 02 31 90 82 38 | Fax : 02 31 90 82 38",,mairie,True,Maizières
mairie-62542-01,Mairie - Maizières,communemaizieres@wanadoo.fr,"Adresse : Rue de la Mairie,62127,Maizières | Tél : 03 21 47 92 01 | Fax : 03 21 47 92 01",,mairie,True,Maizières
mairie-54336-01,Mairie - Maizières,mairiedemaizieres@wanadoo.fr,"Adresse : 45 rue Carnot,54550,Maizières | Tél : 03 83 52 75 41 | Fax : 03 83 52 75 66",http://www.maizieres-54550.com,mairie,True,Maizières
mairie-70327-01,Mairie - Malans,mairie.malans@orange.fr,"Adresse : 4 bis rue du Moulin,70140,Malans | Tél : 03 84 31 20 59 | Fax : 03 84 31 20 59",,mairie,True,Malans
mairie-25359-01,Mairie - Malans,mairiemalans@orange.fr,"Adresse : 4 rue des Vignes, 25330, Malans | Tél : 03 81 58 38 67 | Fax : ",,mairie,True,Malans
mairie-21374-01,Mairie - Maligny,mairie.de.maligny@wanadoo.fr,"Adresse : 4 rue du Cimetière, 201230, Maligny | Tél : 03 80 84 23 73 | Fax : 03 80 84 23 73",,mairie,True,Maligny
mairie-89242-01,Mairie - Maligny,mairie.maligny@wanadoo.fr,"Adresse : 3 rue de Bourgogne,89800,Maligny | Tél : 03 86 47 44 91 | Fax : 03 86 47 54 17",http://www.mairie-maligny-89.fr,mairie,True,Maligny
mairie-80505-01,Mairie - Mametz,mairie.mametz80@wanadoo.fr,"Adresse : 19 rue de la Libération,80300,Mametz | Tél : 03 22 75 15 44 | Fax : ",,mairie,True,Mametz
mairie-62543-01,Mairie - Mametz,mairie.mametz@wanadoo.fr,"Adresse : 69 Grand'rue,62120,Mametz | Tél : 03 21 39 07 05 | Fax : 03 21 93 56 87",http://www.mametz62.fr,mairie,True,Mametz
mairie-31315-01,Mairie - Mane,mairie.mane@wanadoo.fr,"Adresse : 6 place de la Vierge,301260,Mane | Tél : 05 61 90 57 61 | Fax : 05 61 97 40 18",,mairie,True,Mane
mairie-04111-01,Mairie - Mane,mairie@mane-en-provence.com,"Adresse : Place de l'Église, 4300, Mane | Tél : 04 92 75 04 13 | Fax : 04 92 75 31 23",http://www.mane-en-provence.com,mairie,True,Mane
mairie-03160-01,Mairie - Marcenat,mairie-marcenat@wanadoo.fr,"Adresse : Le Bourg, 3260, Marcenat | Tél : 04 70 43 51 89 | Fax : ",,mairie,True,Marcenat
mairie-15114-01,Mairie - Marcenat,marcenat.mairie@wanadoo.fr,"Adresse : 3 place de la Mairie, 015190, Marcenat | Tél : 04 71 78 82 53 | Fax : 04 71 78 82 53",http://www.marcenat15.fr,mairie,True,Marcenat
mairie-15116-01,Mairie - Marchastel,marchastel.mairie@wanadoo.fr,"Adresse : Le Bourg, 015400, Marchastel | Tél : 04 71 78 40 22 | Fax : 04 71 78 43 07",,mairie,True,Marchastel
mairie-48091-01,Mairie - Marchastel,mairie.marchastel@wanadoo.fr,"Adresse : Le Bourg,48260,Marchastel | Tél : 04 66 32 53 61 | Fax : ",http://www.marchastel.com,mairie,True,Marchastel
mairie-50290-01,Mairie - Marcilly,mairiemarcilly-50@wanadoo.fr,"Adresse : Le Bourg,50220,Marcilly | Tél : 02 33 48 40 11 | Fax : ",http://marcilly.blogspot.fr,mairie,True,Marcilly
mairie-77274-01,Mairie - Marcilly,mairie.marcilly77@laposte.net,"Adresse : 1 rue du Louvin,77139,Marcilly | Tél : 01 64 36 66 96 | Fax : ",,mairie,True,Marcilly
mairie-42136-01,Mairie - Marcoux,mairiedemarcoux42@wanadoo.fr,"Adresse : 280 rue du Bourg,42130,Marcoux | Tél : 04 77 97 41 16 | Fax : ",http://www.villagedemarcoux.fr,mairie,True,Marcoux
mairie-04113-01,Mairie - Marcoux,mairiemarcoux04@wanadoo.fr,"Adresse : Place de la Mairie, 4420, Marcoux | Tél : 04 92 35 41 05 | Fax : 04 92 35 49 39",,mairie,True,Marcoux
mairie-02459-01,Mairie - Marcy,commune-de-marcy@orange.fr,"Adresse : 2 rue du Château, 2720, Marcy | Tél : 03 23 08 64 58 | Fax : 03 23 08 64 58",,mairie,True,Marcy
mairie-69126-01,Mairie - Marcy,mairie.marcysuranse@wanadoo.fr,"Adresse : 10 place de l'Église,69480,Marcy | Tél : 04 74 67 02 21 | Fax : 04 74 67 22 65",https://www.marcysuranse.fr,mairie,True,Marcy
mairie-58156-01,Mairie - Marcy,communedemarcy@wanadoo.fr,"Adresse : Rue de la Mairie,58210,Marcy | Tél : 03 86 29 44 81 | Fax : ",,mairie,True,Marcy
mairie-51350-01,Mairie - Margny,mairiemargny@orange.fr,"Adresse : 1 place René-Very,501210,Margny | Tél : 03 26 80 98 40 | Fax : ",,mairie,True,Margny
mairie-08275-01,Mairie - Margny,mairie.margny@wanadoo.fr,"Adresse : Grande rue, 8370, Margny | Tél : 03 24 22 66 73 | Fax : ",,mairie,True,Margny
mairie-34149-01,Mairie - Margon,mairie-margon2@wanadoo.fr,"Adresse : 8 avenue de Roujan,34320,Margon | Tél : 04 67 24 66 97 | Fax : 04 67 24 89 20",,mairie,True,Margon
mairie-28236-01,Mairie - Margon,mairie.margon@wanadoo.fr,"Adresse : 1 rue de la Cloche, 28400, Margon | Tél : 02 37 52 02 70 | Fax : ",http://www.margon.fr,mairie,True,Margon
mairie-17220-01,Mairie - Marignac,mairie@marignac17.fr,"Adresse : 8 rue de la Normandie, 017800, Marignac | Tél : 05 46 91 21 36 | Fax : 05 46 91 24 19",,mairie,True,Marignac
mairie-31316-01,Mairie - Marignac,mairie.marignac@wanadoo.fr,"Adresse : Place Lucien-Saint,301440,Marignac | Tél : 05 61 79 50 69 | Fax : 05 61 79 52 50",http://www.marignac.fr,mairie,True,Marignac
mairie-82103-01,Mairie - Marignac,mairie-marignac@info82.com,"Adresse : Le Bourg,82500,Marignac | Tél : 05 63 02 34 23 | Fax : ",,mairie,True,Marignac
mairie-03162-01,Mairie - Marigny,marigny.mairie@wanadoo.fr,"Adresse : 11 rue de la Mairie, 3210, Marigny | Tél : 04 70 43 93 57 | Fax : 04 70 43 93 64",http://www.marigny-allier.fr,mairie,True,Marigny
mairie-79166-01,Mairie - Marigny,marignymairie@wanadoo.fr,"Adresse : 8 place du Centre,79360,Marigny | Tél : 05 49 09 75 12 | Fax : 05 49 09 64 04",http://www.marigny79.fr,mairie,True,Marigny
mairie-71278-01,Mairie - Marigny,mairie.marigny71@wanadoo.fr,"Adresse : Le Bourg,701300,Marigny | Tél : 03 85 57 35 88 | Fax : ",http://www.marigny71.fr,mairie,True,Marigny
mairie-39313-01,Mairie - Marigny,mairiemarigny@wanadoo.fr,"Adresse : 8 rue des Crêts,39130,Marigny | Tél : 03 84 25 73 33 | Fax : 03 84 25 70 07",,mairie,True,Marigny
mairie-59383-01,Mairie - Marly,mairie@marly.fr,"Adresse : Place Gabriel-Péri - BP 59582,59770,Marly | Tél : 03 27 23 99 00 | Fax : 03 27 23 99 15",http://www.marly.fr,mairie,True,Marly
mairie-57447-01,Mairie - Marly,info@marly57.fr,"Adresse : 8 rue des Écoles,57155,Marly | Tél : 03 87 63 23 38 | Fax : 03 87 56 07 10",http://www.marly57.fr,mairie,True,Marly
mairie-18138-01,Mairie - Marmagne,mairie.marmagne@wanadoo.fr,"Adresse : Place de l'Église, 018500, Marmagne | Tél : 02 48 26 84 01 | Fax : 02 48 26 05 80",http://www.marmagne.fr,mairie,True,Marmagne
mairie-21389-01,Mairie - Marmagne,mairie-marmagne@wanadoo.fr,"Adresse : 2 route de Fontenay, 201500, Marmagne | Tél : 03 80 89 43 22 | Fax : 03 80 89 43 22",,mairie,True,Marmagne
mairie-71282-01,Mairie - Marmagne,mairiemarmagne71@wanadoo.fr,"Adresse : 24 rue du Bourg,701710,Marmagne | Tél : 03 85 78 20 45 | Fax : 03 85 78 29 80",http://mairie-marmagne.fr,mairie,True,Marmagne
mairie-70334-01,Mairie - Marnay,mairie.marnay@wanadoo.fr,"Adresse : 2 rue Carnot,70150,Marnay | Tél : 03 84 31 74 42 | Fax : 03 84 31 74 33",http://www.marnay70.com,mairie,True,Marnay
mairie-71283-01,Mairie - Marnay,marnay@wanadoo.fr,"Adresse : 14 rue de la Mairie,701240,Marnay | Tél : 03 85 44 21 18 | Fax : 03 85 44 26 85",http://www.mairie-marnay.fr,mairie,True,Marnay
mairie-86148-01,Mairie - Marnay,contact@marnay.fr,"Adresse : 2 rue des Écoles,86160,Marnay | Tél : 05 49 59 40 44 | Fax : 05 49 58 13 68",http://www.marnay.fr,mairie,True,Marnay
mairie-60385-01,Mairie - Marolles,mairie-marolles-60@wanadoo.fr,"Adresse : 19 rue de l'Église,60890,Marolles | Tél : 03 23 96 71 14 | Fax : 03 23 96 09 16",,mairie,True,Marolles
mairie-41128-01,Mairie - Marolles,commune-marolles@wanadoo.fr,"Adresse : 24 rue des Écoles,401330,Marolles | Tél : 02 54 20 03 26 | Fax : ",https://marolles41.fr/,mairie,True,Marolles
mairie-14403-01,Mairie - Marolles,mairie.marolles14@orange.fr,"Adresse : 6 place de la Mairie, 014100, Marolles | Tél : 02 31 63 64 28 | Fax : ",http://www.marolles14.fr,mairie,True,Marolles
mairie-51352-01,Mairie - Marolles,mairie.51marolles@wanadoo.fr,"Adresse : 3 rue des Charmilles,501300,Marolles | Tél : 03 26 74 07 21 | Fax : 03 26 72 61 58",http://www.marolles51.fr,mairie,True,Marolles
mairie-77278-01,Mairie - Marolles-en-Brie,mairiemarollesenbrie77@cegetel.net,"Adresse : 3 place de la Mairie,77120,Marolles-en-Brie | Tél : 01 64 04 61 74 | Fax : 01 64 04 60 52",,mairie,True,Marolles-en-Brie
mairie-94048-01,Mairie - Marolles-en-Brie,population@mairie-marolles.fr,"Adresse : Place Charles-de-Gaulle,94440,Marolles-en-Brie | Tél : 01 45 10 38 38 | Fax : 01 45 10 38 39",http://www.mairie-marolles.fr,mairie,True,Marolles-en-Brie
mairie-24255-01,Mairie - Marquay,mairie-de-marquay@wanadoo.fr,"Adresse : Le Bourg, 24620, Marquay | Tél : 05 53 29 67 39 | Fax : 05 53 29 13 86",,mairie,True,Marquay
mairie-62558-01,Mairie - Marquay,commune.marquay@wanadoo.fr,"Adresse : 293, rue d'Ostreville,62127,Marquay | Tél : 03 21 41 74 91 | Fax : 03 21 41 74 91",,mairie,True,Marquay
mairie-30157-01,Mairie - Mars,mairie-mars@orange.fr,"Adresse : Le Village,30120,Mars | Tél : 04 67 81 28 16 | Fax : ",,mairie,True,Mars
mairie-07151-01,Mairie - Mars,ma-mars@inforoutes.fr,"Adresse : Le Village, 7320, Mars | Tél : 04 75 30 24 98 | Fax : 04 75 30 25 23",http://www.mairie-mars.fr,mairie,True,Mars
mairie-42141-01,Mairie - Mars,communedemars42@wanadoo.fr,"Adresse : Le Bourg,42750,Mars | Tél : 04 77 60 51 87 | Fax : ",http://www.communedemars.fr,mairie,True,Mars
mairie-82104-01,Mairie - Marsac,mairie-marsac@info82.com,"Adresse : Le Village,82120,Marsac | Tél : 05 63 94 05 09 | Fax : ",,mairie,True,Marsac
mairie-16210-01,Mairie - Marsac,mairie@marsac.fr,"Adresse : 572 route des Sables, 016570, Marsac | Tél : 05 45 21 43 67 | Fax : 05 45 21 93 02",,mairie,True,Marsac
mairie-23124-01,Mairie - Marsac,marsac.mairie2@orange.fr,"Adresse : 6 rue de la Mairie, 23210, Marsac | Tél : 05 55 62 61 32 | Fax : 05 55 62 67 90",http://www.marsac-creuse.fr,mairie,True,Marsac
mairie-65299-01,Mairie - Marsac,mairie.marsac65@orange.fr,"Adresse : 2 rue des Blés-d'Or,65500,Marsac | Tél : 05 62 31 28 31 | Fax : 05 62 31 28 31",,mairie,True,Marsac
mairie-33272-01,Mairie - Marsas,mairie-de-marsas@wanadoo.fr,"Adresse : 2 rue de la Fontaine,33620,Marsas | Tél : 05 57 68 71 16 | Fax : ",,mairie,True,Marsas
mairie-65300-01,Mairie - Marsas,marsas@orange.fr,"Adresse : Village,65200,Marsas | Tél : 05 62 91 12 82 | Fax : ",,mairie,True,Marsas
mairie-65301-01,Mairie - Marseillan,mairie-ecole.marseillan@wanadoo.fr,"Adresse : 3 rue de la Fête,65350,Marseillan | Tél : 05 62 35 10 81 | Fax : 05 62 35 10 81",,mairie,True,Marseillan
mairie-32238-01,Mairie - Marseillan,mairiedemarseillan@orange.fr,"Adresse : Au Village,32170,Marseillan | Tél : 05 62 67 57 93 | Fax : 05 62 67 57 93",,mairie,True,Marseillan
mairie-34150-01,Mairie - Marseillan,info@marseillan.com,"Adresse : 1, rue du Général-de-Gaulle,34340,Marseillan | Tél : 04 67 77 97 10 | Fax : 04 67 77 60 26",http://www.ville-marseillan.fr,mairie,True,Marseillan
mairie-17222-01,Mairie - Marsilly,mairie@marsilly.fr,"Adresse : 5 bis rue des Écoles, 017137, Marsilly | Tél : 05 46 01 30 10 | Fax : 05 46 01 27 20",http://www.marsilly.fr,mairie,True,Marsilly
mairie-57449-01,Mairie - Marsilly,mairie.marsilly57@illico-uem.fr,"Adresse : 15 B rue Principale,57530,Marsilly | Tél : 03 87 64 44 09 | Fax : 03 87 64 44 09",http://www.marsilly57.fr,mairie,True,Marsilly
mairie-14404-01,Mairie - Martainville,martainville.mairie@wanadoo.fr,"Adresse : Haut de Martainville, 014220, Martainville | Tél : 02 31 78 36 12 | Fax : ",,mairie,True,Martainville
mairie-27393-01,Mairie - Martainville,mairie_martainville27@orange.fr,"Adresse : 24 route de l'École, 27210, Martainville | Tél : 02 32 41 46 39 | Fax : ",,mairie,True,Martainville
mairie-02470-01,Mairie - Martigny,mairie.martigny@wanadoo.fr,"Adresse : 2 place du Général-de-Gaulle, 2500, Martigny | Tél : 03 23 58 08 44 | Fax : 03 23 58 08 44",,mairie,True,Martigny
mairie-76413-01,Mairie - Martigny,commune-de-martigny2@orange.fr,"Adresse : Rue Jean-Baptiste-Viguerard,76880,Martigny | Tél : 02 35 85 51 23 | Fax : ",http://www.communedemartigny.fr,mairie,True,Martigny
mairie-54355-01,Mairie - Martincourt,mairie.martincourt@wanadoo.fr,"Adresse : Rue de la Mairie,54380,Martincourt | Tél : 03 83 23 19 11 | Fax : ",,mairie,True,Martincourt
mairie-60388-01,Mairie - Martincourt,communedemartincourt@orange.fr,"Adresse : 5 rue Principale,60112,Martincourt | Tél : 03 44 82 45 00 | Fax : ",,mairie,True,Martincourt
mairie-37144-01,Mairie - Marçay,mairiemarcay@orange.fr,"Adresse : 8 rue de la Fontaine,37500,Marçay | Tél : 02 47 93 06 90 | Fax : 09 70 06 37 64",,mairie,True,Marçay
mairie-86145-01,Mairie - Marçay,marcay@departement86.fr,"Adresse : 12 place de l'Église,86370,Marçay | Tél : 05 49 60 95 63 | Fax : 05 49 60 09 10",,mairie,True,Marçay
mairie-32240-01,Mairie - Mascaras,mairie.mascaras@wanadoo.fr,"Adresse : Village,32230,Mascaras | Tél : 05 62 08 22 14 | Fax : ",,mairie,True,Mascaras
mairie-65303-01,Mairie - Mascaras,mairiedemascaras65@orange.fr,"Adresse : 1 place de la Mairie,65190,Mascaras | Tél : 05 62 35 00 44 | Fax : ",,mairie,True,Mascaras
mairie-68201-02,Mairie - Masevaux-Niederbruck,mairie.niederbruck@tv-com.net,"Adresse : Mairie annexe - Niederbruck - 4 rue du Château,68290,Masevaux-Niederbruck | Tél : 03 89 82 40 77 | Fax : 03 89 82 45 78",http://www.masevaux.fr,mairie,True,Masevaux-Niederbruck
mairie-68201-01,Mairie - Masevaux-Niederbruck,mairie@masevaux.fr,"Adresse : 5 rue Maréchal-de-Lattre-de-Tassigny,68290,Masevaux | Tél : 03 89 82 40 14 | Fax : 03 89 38 86 34",http://www.masevaux.fr,mairie,True,Masevaux
mairie-11224-01,Mairie - Massac,massac.mairie@orange.fr,"Adresse : 3 rampe de la Mairie, 011330, Massac | Tél : 04 68 70 06 80 | Fax : 04 68 70 06 80",,mairie,True,Massac
mairie-17223-01,Mairie - Massac,mairie@massac17.fr,"Adresse : 4 Grand'rue, 017490, Massac | Tél : 05 46 26 11 60 | Fax : 05 46 32 21 27",,mairie,True,Massac
mairie-21393-01,Mairie - Massingy,mairie-de-massingy@wanadoo.fr,"Adresse : 6 rue Caron, 201400, Massingy | Tél : 03 80 91 42 49 | Fax : 03 80 91 42 49",,mairie,True,Massingy
mairie-74170-01,Mairie - Massingy,mairie.massingy74@wanadoo.fr,"Adresse : 1 route du Chef-lieu,74150,Massingy | Tél : 04 50 01 30 01 | Fax : 04 50 64 59 01",http://www.massingy74.fr,mairie,True,Massingy
mairie-82106-01,Mairie - Maubec,mairie-maubec@info82.com,"Adresse : Le Bourg,82500,Maubec | Tél : 05 63 65 21 38 | Fax : 05 63 65 21 38",http://www.coll82.com,mairie,True,Maubec
mairie-84071-01,Mairie - Maubec,contact@mairiemaubec-luberon.fr,"Adresse : 450 Grande rue,84660,Maubec | Tél : 04 90 76 92 09 | Fax : 04 90 76 73 14",http://www.mairiemaubec-luberon.fr,mairie,True,Maubec
mairie-38223-01,Mairie - Maubec,mairie-maubec@wanadoo.fr,"Adresse : 103 route du Dauphiné,38300,Maubec | Tél : 04 74 93 16 76 | Fax : ",http://www.maubec-isere.fr,mairie,True,Maubec
mairie-80520-01,Mairie - Maucourt,commune-de-maucourt@orange.fr,"Adresse : 11 Grande rue,80170,Maucourt | Tél : 03 22 83 26 12 | Fax : 03 22 83 26 12",,mairie,True,Maucourt
mairie-60389-01,Mairie - Maucourt,maucourt@paysnoyonnais.fr,"Adresse : 34 rue Saint-Leu,60640,Maucourt | Tél : 09 60 06 79 50 | Fax : 03 44 43 36 41",http://www.maucourt.fr,mairie,True,Maucourt
mairie-10229-01,Mairie - Maupas,mairie.maupas@wanadoo.fr,"Adresse : 18 route des Lacs, 010320, Maupas | Tél : 03 25 73 18 01 | Fax : ",,mairie,True,Maupas
mairie-32246-01,Mairie - Maupas,mairie-maupas@wanadoo.fr,"Adresse : Mairie,32240,Maupas | Tél : 05 62 09 64 64 | Fax : 05 62 09 64 64",,mairie,True,Maupas
mairie-24259-01,Mairie - Maurens,mairie.maurens@wanadoo.fr,"Adresse : Le Bourg, 24140, Maurens | Tél : 05 53 73 55 50 | Fax : ",,mairie,True,Maurens
mairie-32247-01,Mairie - Maurens,maurens32@wanadoo.fr,"Adresse : Mairie,32200,Maurens | Tél : 05 62 67 82 17 | Fax : 05 62 67 82 17",,mairie,True,Maurens
mairie-31329-01,Mairie - Maurens,mairie-de-maurens@orange.fr,"Adresse : Le Village,301540,Maurens | Tél : 05 61 83 84 28 | Fax : ",,mairie,True,Maurens
mairie-15120-01,Mairie - Mauriac,mairie@mauriac.fr,"Adresse : Place Georges-Pompidou, 015200, Mauriac | Tél : 04 71 68 01 85 | Fax : 04 71 68 06 38",http://www.mauriac.fr,mairie,True,Mauriac
mairie-33278-01,Mairie - Mauriac,mauriac@wanadoo.fr,"Adresse : 1 le Bourg,33540,Mauriac | Tél : 05 56 71 52 52 | Fax : 05 56 71 52 18",,mairie,True,Mauriac
mairie-46187-01,Mairie - Mauroux,mairie.mauroux46@wanadoo.fr,"Adresse : Le Bourg,46700,Mauroux | Tél : 05 65 36 51 27 | Fax : 05 65 36 54 40",http://www.mauroux46.fr,mairie,True,Mauroux
mairie-32248-01,Mairie - Mauroux,mairie.mauroux32@orange.fr,"Adresse : Au Village,32380,Mauroux | Tél : 05 62 66 32 71 | Fax : ",,mairie,True,Mauroux
mairie-31333-01,Mairie - Mauvezin,mairie.mauvezin@wanadoo.fr,"Adresse : Place de la Mairie,301230,Mauvezin | Tél : 05 61 88 29 91 | Fax : ",,mairie,True,Mauvezin
mairie-32249-01,Mairie - Mauvezin,commune.mauvezin.gers@wanadoo.fr,"Adresse : 1 place de la Libération,32120,Mauvezin | Tél : 05 62 06 81 45 | Fax : 05 62 06 90 74",http://www.mauvezin.fr,mairie,True,Mauvezin
mairie-63218-01,Mairie - Mayres,mayres.mairie@wanadoo.fr,"Adresse : Le Bourg,63220,Mayres | Tél : 04 73 72 43 57 | Fax : ",http://mayres63.fr,mairie,True,Mayres
mairie-07153-01,Mairie - Mayres,mairie.mayres@inforoutes.fr,"Adresse : 45 place de l'Église, 7330, Mayres | Tél : 04 75 87 21 38 | Fax : 04 75 87 23 75",,mairie,True,Mayres
mairie-64374-01,Mairie - Mazerolles,mairie-mazerolles@wanadoo.fr,"Adresse : 10 rue de la Carrère,64230,Mazerolles | Tél : 05 59 77 11 92 | Fax : 05 59 77 12 09",http://www.mazerolles64.com,mairie,True,Mazerolles
mairie-40178-01,Mairie - Mazerolles,mairie@mazerolles40.fr,"Adresse : 5 avenue de la Grande-Lande,40090,Mazerolles | Tél : 05 58 52 97 99 | Fax : 05 58 52 95 20",http://www.mazerolles40.fr,mairie,True,Mazerolles
mairie-86153-01,Mairie - Mazerolles,mairie@mazerolles.fr,"Adresse : 48 route de Bouresse,86320,Mazerolles | Tél : 05 49 48 41 92 | Fax : 05 49 48 49 85",http://www.mazerolles.fr,mairie,True,Mazerolles
mairie-16213-01,Mairie - Mazerolles,commune-de-mazerolles@wanadoo.fr,"Adresse : Le Bourg, 016310, Mazerolles | Tél : 05 45 65 05 69 | Fax : 05 45 65 06 33",,mairie,True,Mazerolles
mairie-65308-01,Mairie - Mazerolles,mairiemazerolles@orange.fr,"Adresse : Le Village,65220,Mazerolles | Tél : 05 62 35 53 21 | Fax : 05 62 35 53 21",,mairie,True,Mazerolles
mairie-33279-01,Mairie - Mazères,mairie-mazeres@orange.fr,"Adresse : 7 le Bourg,33210,Mazères | Tél : 05 56 76 14 06 | Fax : 05 56 76 14 06",http://www.mazeres.fr,mairie,True,Mazères
mairie-09185-01,Mairie - Mazères,mairie.mazeres@wanadoo.fr,"Adresse : Rue de l'Hôtel-de-Ville - CS 87073, 9270, Mazères | Tél : 05 61 69 42 04 | Fax : ",http://www.ville-mazeres.fr,mairie,True,Mazères
mairie-80525-01,Mairie - Meigneux,mairie.meignuex@orange.fr,"Adresse : 11 rue de l'Église,80290,Meigneux | Tél : 03 22 38 07 00 | Fax : 03 22 38 07 00",,mairie,True,Meigneux
mairie-77286-01,Mairie - Meigneux,mairie.de.meigneux@ozone.net,"Adresse : 2-3 rue de l'Église,77520,Meigneux | Tél : 01 60 67 31 66 | Fax : 01 60 67 33 76",http://www.mairie-de-meigneux.fr,mairie,True,Meigneux
mairie-32250-01,Mairie - Meilhan,mairiemeilhan@orange.fr,"Adresse : Au Village,32420,Meilhan | Tél : 05 62 66 11 45 | Fax : ",,mairie,True,Meilhan
mairie-40180-01,Mairie - Meilhan,mairie.meilhan@wanadoo.fr,"Adresse : 164 rue Félix-Robert,40400,Meilhan | Tél : 05 58 44 10 18 | Fax : ",http://www.meilhan40.fr,mairie,True,Meilhan
mairie-71291-01,Mairie - Melay,mairie-de-melay@wanadoo.fr,"Adresse : 26 rue de Briennon,701340,Melay | Tél : 03 85 84 04 84 | Fax : 03 85 84 08 20",http://www.mairie-melay.fr,mairie,True,Melay
mairie-52318-01,Mairie - Melay,mairiemelay@wanadoo.fr,"Adresse : Rue de Moges,52400,Melay | Tél : 03 25 88 02 70 | Fax : 03 25 90 70 89",,mairie,True,Melay
mairie-03171-01,Mairie - Mercy,mairie-mercy@pays-allier.com,"Adresse : Le Bourg, 3340, Mercy | Tél : 04 70 43 81 53 | Fax : ",,mairie,True,Mercy
mairie-89249-01,Mairie - Mercy,mairie-mercy@wanadoo.fr,"Adresse : 23 rue de la Côte-Sainte-Anne,89210,Mercy | Tél : 03 86 43 11 70 | Fax : ",,mairie,True,Mercy
mairie-31341-01,Mairie - Merville,accueil.mairie@merville31.fr,"Adresse : Place du 11-Novembre-01918,301330,Merville | Tél : 05 62 13 41 00 | Fax : 05 61 85 18 50",http://www.merville31.fr,mairie,True,Merville
mairie-59400-01,Mairie - Merville,contact@ville-merville.fr,"Adresse : Place de la Libération - BP 49,59660,Merville | Tél : 03 28 48 20 22 | Fax : 03 28 49 68 05",http://www.ville-merville.fr,mairie,True,Merville
mairie-14411-01,Mairie - Meslay,mairie.demeslay@orange.fr,"Adresse : Rue des Courtillages, 014220, Meslay | Tél : 02 31 78 33 03 | Fax : ",,mairie,True,Meslay
mairie-41138-01,Mairie - Meslay,mairie.meslay@wanadoo.fr,"Adresse : 5 rue de la Manufacture,401100,Meslay | Tél : 02 54 77 21 30 | Fax : ",,mairie,True,Meslay
mairie-08288-01,Mairie - Mesmont,mairie.mesmont@wanadoo.fr,"Adresse : 1 place de la Mairie, 8270, Mesmont | Tél : 03 24 38 72 27 | Fax : 03 24 38 72 27",,mairie,True,Mesmont
mairie-21406-01,Mairie - Mesmont,mairie.2.mesmont@wanadoo.fr,"Adresse : 1 rue du Bas, 201540, Mesmont | Tél : 03 80 33 31 78 | Fax : ",,mairie,True,Mesmont
