#id,name,request_email,notes,home_page,tag_string
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
mairie-62743-01,Mairie - Sainte-Austreberthe 62743-01,commune-ste-austreberthe@orange.fr,"Adresse : Rue de l'Église,62140,Sainte-Austreberthe | Tél : 03 21 86 82 51 | Fax : 03 21 05 98 89",,mairie
mairie-88410-01,Mairie - Sainte-Barbe 88410-01,mairie.sainte-barbe@wanadoo.fr,"Adresse : 2 place de la Mairie,88700,Sainte-Barbe | Tél : 03 29 65 09 47 | Fax : ",http://www.mairie-sainte-barbe.fr,mairie
mairie-57607-01,Mairie - Sainte-Barbe 57607-01,mairie.stebarbe@wanadoo.fr,"Adresse : 7 place Claude-Baudoche,57640,Sainte-Barbe | Tél : 03 87 76 64 95 | Fax : 03 87 76 85 03",http://www.mairie-saintebarbe.fr,mairie
mairie-38369-01,Mairie - Sainte-Blandine 38369-01,mairie.ste-blandine38@wanadoo.fr,"Adresse : 4 route du Clavel,38110,Sainte-Blandine | Tél : 04 74 97 25 38 | Fax : 04 74 83 35 55",http://mairieste-blandine38.wix.com/ste-blandine,mairie
mairie-79240-01,Mairie - Sainte-Blandine 79240-01,mairie-steblandine@paysmellois.org,"Adresse : Tauchechar - 24 rue Jacques-Bujault,79370,Sainte-Blandine | Tél : 05 49 79 70 36 | Fax : 05 49 32 97 36",,mairie
mairie-69184-01,Mairie - Sainte-Catherine 69184-01,mairie-ste-catherine@wanadoo.fr,"Adresse : 58 rue de Châteauvieux,69440,Sainte-Catherine | Tél : 04 78 81 80 10 | Fax : 04 78 81 87 73",http://www.mairie-saintecatherine.fr,mairie
mairie-62744-01,Mairie - Sainte-Catherine 62744-01,guichet@sainte-catherine.fr,"Adresse : Route nationale de Lens,62223,Sainte-Catherine | Tél : 03 21 60 64 75 | Fax : 03 21 58 29 84",http://www.sainte-catherine.fr,mairie
mairie-76569-01,Mairie - Sainte-Colombe 76569-01,mairie-sg.sainte-colombe@wanadoo.fr,"Adresse : 240 rue de l'Église,76460,Sainte-Colombe | Tél : 02 35 97 05 05 | Fax : 02 35 57 18 73",,mairie
mairie-77404-01,Mairie - Sainte-Colombe 77404-01,mairie.ste.colombe@gmail.com,"Adresse : 1 place Alain-Peyrefitte,77650,Sainte-Colombe | Tél : 01 64 00 08 19 | Fax : 01 64 00 56 40",http://www.mairie-sainte-colombe77650.fr,mairie
mairie-25515-01,Mairie - Sainte-Colombe 25515-01,mairie.saintecolombe25@gmail.com,"Adresse : 19 Grande rue, 25300, Sainte-Colombe | Tél : 03 81 46 86 22 | Fax : 03 81 46 77 54",,mairie
mairie-69189-01,Mairie - Sainte-Colombe 69189-01,mairie@ste-colombe.fr,"Adresse : 188 place Charles-de-Gaulle - BP 12,69560,Sainte-Colombe | Tél : 04 37 02 23 10 | Fax : 04 37 02 23 11",http://www.ste-colombe.fr,mairie
mairie-40252-01,Mairie - Sainte-Colombe 40252-01,mairie.saintecolombe@wanadoo.fr,"Adresse : 30 route de Hagetmau,40700,Sainte-Colombe | Tél : 05 58 79 82 80 | Fax : 05 58 79 87 79",http://www.sainte-colombe40.fr,mairie
mairie-89339-01,Mairie - Sainte-Colombe 89339-01,mairie-saintecolombepresisle@wanadoo.fr,"Adresse : 30 Grande rue,89440,Sainte-Colombe | Tél : 03 86 33 87 10 | Fax : ",,mairie
mairie-50457-01,Mairie - Sainte-Colombe 50457-01,stecolombe@wanadoo.fr,"Adresse : 1 village de l'Église,50390,Sainte-Colombe | Tél : 02 33 41 48 76 | Fax : ",,mairie
mairie-05135-01,Mairie - Sainte-Colombe 05135-01,mairie.stecolombe05@orange.fr,"Adresse : Les Bégües, 5700, Sainte-Colombe | Tél : 04 92 66 28 44 | Fax : 04 92 66 28 44",,mairie
mairie-35262-01,Mairie - Sainte-Colombe 35262-01,saintecolombe.mairie@wanadoo.fr,"Adresse : Place Pierre-et-Marie-Curie,35134,Sainte-Colombe | Tél : 02 99 47 78 72 | Fax : 02 99 47 76 64",,mairie
mairie-46260-01,Mairie - Sainte-Colombe 46260-01,commune-ste-colombe@orange.fr,"Adresse : Le Bourg,46120,Sainte-Colombe | Tél : 05 65 40 32 70 | Fax : ",,mairie
mairie-33390-01,Mairie - Sainte-Colombe 33390-01,colombe.mairie@wanadoo.fr,"Adresse : 1 roc de Maugras,33350,Sainte-Colombe | Tél : 05 57 47 93 30 | Fax : 05 57 47 92 62",,mairie
mairie-02675-01,Mairie - Sainte-Croix 02675-01,commune.saintecroix@orange.fr,"Adresse : 1 rue Haute, 2820, Sainte-Croix | Tél : 03 23 22 47 52 | Fax : 03 23 22 47 52",,mairie
mairie-26299-01,Mairie - Sainte-Croix 26299-01,mairiedesaintecroix@orange.fr,"Adresse : 1 impasse des Ursulines, 26150, Sainte-Croix | Tél : 04 75 21 70 58 | Fax : ",http://www.ste-croix-en-diois.fr,mairie
mairie-81326-01,Mairie - Sainte-Croix 81326-01,mairiedesaintecroix.tarn@orange.fr,"Adresse : 1 place Pierre-Cassagnes, 81150,Sainte-Croix | Tél : 05 63 56 82 90 | Fax : ",http://www.sainte-croix-tarn.fr,mairie
mairie-01342-01,Mairie - Sainte-Croix 01342-01,ville-saintecroix@wanadoo.fr,"Adresse : 126 route de Creux-Dolens, 01120, Sainte-Croix | Tél : 04 78 06 60 94 | Fax : 04 78 06 60 94",http://www.ville-saintecroix.fr,mairie
mairie-12217-01,Mairie - Sainte-Croix 12217-01,mairie-ste-croix@orange.fr,"Adresse : Le Bourg, 12260, Sainte-Croix | Tél : 05 65 81 61 86 | Fax : 05 65 81 53 94",http://www.sainte-croix-aveyron.fr,mairie
mairie-71401-01,Mairie - Sainte-Croix 71401-01,mairie.ste-croix@orange.fr,"Adresse : 25 chemin de la Minute, 71470,Sainte-Croix | Tél : 03 85 74 80 77 | Fax : ",http://www.mairie-sainte-croix-en-bresse.com,mairie
mairie-71397-01,Mairie - Sainte-Cécile 71397-01,mairie-de-ste-cecile@orange.fr,"Adresse : Le Bourg, 71250,Sainte-Cécile | Tél : 03 85 50 80 84 | Fax : ",,mairie
mairie-50453-01,Mairie - Sainte-Cécile 50453-01,mairie-de-sainte-cecile@wanadoo.fr,"Adresse : 10 place Georges-Esnous,50800,Sainte-Cécile | Tél : 02 33 51 17 87 | Fax : 02 33 51 10 77",,mairie
mairie-85202-01,Mairie - Sainte-Cécile 85202-01,mairiestececile85@wanadoo.fr,"Adresse : 1 place de la Mairie,85110,Sainte-Cécile | Tél : 02 51 40 24 07 | Fax : 02 51 40 25 59",http://www.saintececile85.fr,mairie
mairie-15186-01,Mairie - Sainte-Eulalie 15186-01,m.eulalie@wanadoo.fr,"Adresse : Le Bourg, 15140, Sainte-Eulalie | Tél : 04 71 69 21 03 | Fax : ",,mairie
mairie-11340-01,Mairie - Sainte-Eulalie 11340-01,steeulalie@orange.fr,"Adresse : 1 place de la Mairie, 11170, Sainte-Eulalie | Tél : 04 68 76 00 75 | Fax : ",,mairie
mairie-07235-01,Mairie - Sainte-Eulalie 07235-01,sainte.eulalie.07.mairie@orange.fr,"Adresse : Le Village, 7510, Sainte-Eulalie | Tél : 04 75 38 81 05 | Fax : ",,mairie
mairie-33397-01,Mairie - Sainte-Eulalie 33397-01,accueil@mairie-ste-eulalie.fr,"Adresse : 1 place Charles-de-Gaulle,33560,Sainte-Eulalie | Tél : 05 56 06 05 59 | Fax : 05 57 77 15 87",http://www.mairie-ste-eulalie.fr,mairie
mairie-40258-01,Mairie - Sainte-Foy 40258-01,mairie-stefoy@wanadoo.fr,"Adresse : 166 rue Gabriel-Gourgues,40190,Sainte-Foy | Tél : 05 58 45 26 39 | Fax : ",,mairie
mairie-85214-01,Mairie - Sainte-Foy 85214-01,mairie-ste-foy-85@orange.fr,"Adresse : 1 allée de la Mairie,85150,Sainte-Foy | Tél : 02 51 96 47 56 | Fax : 02 51 96 40 81",http://www.saintefoy85.fr,mairie
mairie-71415-01,Mairie - Sainte-Foy 71415-01,mairie-stefoy2@orange.fr,"Adresse : Le Bourg, 71110,Sainte-Foy | Tél : 03 85 25 81 61 | Fax : ",,mairie
mairie-76577-01,Mairie - Sainte-Foy 76577-01,mairie.saintefoy@orange.fr,"Adresse : 59 rue du Centre,76590,Sainte-Foy | Tél : 02 35 83 32 90 | Fax : 09 70 06 63 55",http://www.communedesaintefoy.com,mairie
mairie-32376-01,Mairie - Sainte-Gemme 32376-01,sainte.gemme@gmail.com,"Adresse : Le Village,32120,Sainte-Gemme | Tél : 05 62 06 85 16 | Fax : ",,mairie
mairie-81249-01,Mairie - Sainte-Gemme 81249-01,mairie.saintegemme@wanadoo.fr,"Adresse : Le Bourg - 5 route de Fontbonne, 81190,Sainte-Gemme | Tél : 05 63 76 66 98 | Fax : 05 63 36 71 30",https://www.sainte-gemme-81.com,mairie
mairie-33404-01,Mairie - Sainte-Gemme 33404-01,commune.sainte-gemme@wanadoo.fr,"Adresse : Le Bourg,33580,Sainte-Gemme | Tél : 05 56 61 64 90 | Fax : ",,mairie
mairie-17330-01,Mairie - Sainte-Gemme 17330-01,secretariat@mairiestegemme.fr,"Adresse : 1 rue de la Mairie, 17250, Sainte-Gemme | Tél : 05 46 94 71 51 | Fax : 05 46 94 46 88",http://www.mairiestegemme.fr,mairie
mairie-51480-01,Mairie - Sainte-Gemme 51480-01,mairiestgemme@orange.fr,"Adresse : 9 rue du Pot-d'Étain, 51700,Sainte-Gemme | Tél : 03 26 52 70 03 | Fax : 03 26 52 70 03",,mairie
mairie-79250-01,Mairie - Sainte-Gemme 79250-01,mairie.sainte.gemme@orange.fr,"Adresse : 2 rue de la Mairie,79330,Sainte-Gemme | Tél : 05 49 96 43 51 | Fax : 05 49 96 43 51",,mairie
mairie-36193-01,Mairie - Sainte-Gemme 36193-01,mairie.ste.gemme@wanadoo.fr,"Adresse : 10 place de l'Église,36500,Sainte-Gemme | Tél : 02 54 38 01 59 | Fax : 02 54 38 13 71",,mairie
mairie-50469-01,Mairie - Sainte-Geneviève 50469-01,mairie.stegenevieve@orange.fr,"Adresse : 3 route de l'Église,50760,Sainte-Geneviève | Tél : 02 33 54 69 49 | Fax : ",,mairie
mairie-76578-01,Mairie - Sainte-Geneviève 76578-01,ste-genevieve.commune@orange.fr,"Adresse : 314 rue de l'Église,76440,Sainte-Geneviève | Tél : 02 35 90 57 36 | Fax : 02 35 90 57 36",,mairie
mairie-02678-01,Mairie - Sainte-Geneviève 02678-01,mairie.de.ste-genevieve@wanadoo.fr,"Adresse : 17 Grande rue, 2340, Sainte-Geneviève | Tél : 03 23 98 55 20 | Fax : ",,mairie
mairie-60575-01,Mairie - Sainte-Geneviève 60575-01,mairie@saintegenevieveoise.fr,"Adresse : 2 rue Maurice-Bled,60730,Sainte-Geneviève | Tél : 03 44 08 28 70 | Fax : 03 44 08 28 79",http://www.saintegenevieveoise.fr,mairie
mairie-54474-01,Mairie - Sainte-Geneviève 54474-01,mairie@saintegenevieve54.fr,"Adresse : 1 place Monseigneur-Thouvenin,54700,Sainte-Geneviève | Tél : 03 83 82 08 55 | Fax : ",,mairie
mairie-91549-01,Mairie - Sainte-Geneviève-des-Bois 91549-01,le-maire@sgdb91.com,"Adresse : Place Roger-Perriaud, 91700,Sainte-Geneviève-des-Bois | Tél : 01 69 46 80 00 | Fax : 01 69 46 80 01",http://www.sgdb91.com,mairie
mairie-45278-01,Mairie - Sainte-Geneviève-des-Bois 45278-01,mairiestegenevieve45@wanadoo.fr,"Adresse : 23 rue Louis-d'Eichthal,45230,Sainte-Geneviève-des-Bois | Tél : 02 38 92 55 73 | Fax : 02 38 92 55 15",http://saintegenevievedesbois.fr,mairie
mairie-71426-01,Mairie - Sainte-Hélène 71426-01,mairie.stehelene@wanadoo.fr,"Adresse : Le Bourg, 71390,Sainte-Hélène | Tél : 03 85 96 98 05 | Fax : 09 70 06 86 81",http://www.sainte-helene.fr,mairie
mairie-88418-01,Mairie - Sainte-Hélène 88418-01,mairie.saintehelene88@orange.fr,"Adresse : 7 rue de l'Église,88700,Sainte-Hélène | Tél : 03 29 65 90 11 | Fax : ",,mairie
mairie-48157-01,Mairie - Sainte-Hélène 48157-01,mairie.saintehelene@wanadoo.fr,"Adresse : Le Village,48190,Sainte-Hélène | Tél : 04 66 47 61 06 | Fax : 04 66 47 14 88",,mairie
mairie-33417-01,Mairie - Sainte-Hélène 33417-01,mairie@ville-sainte-helene.fr,"Adresse : 1 place du 11-Novembre,33480,Sainte-Hélène | Tél : 05 56 58 58 22 | Fax : 05 56 58 51 04",http://www.ville-sainte-helene.fr,mairie
mairie-56220-01,Mairie - Sainte-Hélène 56220-01,saint.helene.sur.mer@wanadoo.fr,"Adresse : Rue du 11-Septembre-01944,56700,Sainte-Hélène | Tél : 02 97 36 64 36 | Fax : ",http://www.sainte-helene-sur-mer.fr,mairie
mairie-38414-01,Mairie - Sainte-Luce 38414-01,communedesainteluce@wanadoo.fr,"Adresse : Le Bourg,38970,Sainte-Luce | Tél : 04 76 30 02 83 | Fax : 04 76 30 02 83",,mairie
mairie-97227-01,Mairie - Sainte-Luce 97227-01,bienvenue@mairie-sainte-luce.fr,"Adresse : 61 rue Schoelcher,97228,Sainte-Luce | Tél : +596 5 96 62 50 01 | Fax : +596 5 96 62 30 15",http://www.sainteluce.fr,mairie
mairie-88424-01,Mairie - Sainte-Marguerite 88424-01,contact@vsm88.fr,"Adresse : 44 allée des Sports,88100,Sainte-Marguerite | Tél : 03 29 56 19 75 | Fax : 03 29 56 08 07",http://www.ville-saintemarguerite.fr,mairie
mairie-43208-01,Mairie - Sainte-Marguerite 43208-01,mairiesaintemarguerite@orange.fr,"Adresse : Le Bourg,43230,Sainte-Marguerite | Tél : 04 71 50 32 48 | Fax : 04 71 50 32 48",,mairie
mairie-25523-01,Mairie - Sainte-Marie 25523-01,mairie.saintemarie25@orange.fr,"Adresse : 5 Grande rue, 25113, Sainte-Marie | Tél : 03 81 93 41 45 | Fax : ",http://www.sainte-marie.fr,mairie
mairie-58253-01,Mairie - Sainte-Marie 58253-01,mairie-ste-marie@orange.fr,"Adresse : Le Bourg,58330,Sainte-Marie | Tél : 03 86 58 36 88 | Fax : 03 86 58 36 88",,mairie
mairie-65391-01,Mairie - Sainte-Marie 65391-01,commune-de-sainte-marie@orange.fr,"Adresse : Le Village,65370,Sainte-Marie | Tél : 05 62 99 38 36 | Fax : 05 62 99 38 36",,mairie
mairie-35294-01,Mairie - Sainte-Marie 35294-01,accueil@sainte-marie35.fr,"Adresse : 1 rue Mathurin-Poirier,35600,Sainte-Marie | Tél : 02 99 72 00 69 | Fax : 02 99 72 03 53",http://www.sainte-marie35.fr,mairie
mairie-32388-01,Mairie - Sainte-Marie 32388-01,mairie.ste.marie@wanadoo.fr,"Adresse : Le Village,32200,Sainte-Marie | Tél : 05 62 67 76 69 | Fax : ",,mairie
mairie-97418-01,Mairie - Sainte-Marie 97418-01,cichane@ville-saintemarie.re,"Adresse : 3 rue de la République,97438,Sainte-Marie | Tél : +262 2 62 53 41 15 | Fax : +262 2 62 53 43 61",http://www.ville-saintemarie.re,mairie
mairie-08390-01,Mairie - Sainte-Marie 08390-01,communestemarie08@orange.fr,"Adresse : 10 rue de l'Église, 8400, Sainte-Marie | Tél : 03 24 30 25 03 | Fax : ",,mairie
mairie-15198-01,Mairie - Sainte-Marie 15198-01,mairie.sainte-marie@wanadoo.fr,"Adresse : Le Bourg, 15230, Sainte-Marie | Tél : 04 71 23 32 82 | Fax : ",,mairie
mairie-97228-01,Mairie - Sainte-Marie 97228-01,secretariat.cabinet.vsm@gmail.com,"Adresse : 1 place de l'Hôtel-de-Ville,97230,Sainte-Marie | Tél : +596 5 96 69 30 06 | Fax : +596 5 96 69 03 05",http://www.ville-saintemarie.fr,mairie
mairie-38418-01,Mairie - Sainte-Marie-du-Mont 38418-01,contact@sainte-marie-du-mont.fr,"Adresse : 430 route des Prés,38660,Sainte-Marie-du-Mont | Tél : 04 76 08 50 40 | Fax : 04 76 08 55 59",,mairie
mairie-50509-01,Mairie - Sainte-Marie-du-Mont 50509-01,mairie.stemariedumont@wanadoo.fr,"Adresse : 2 place de l'Église,50480,Sainte-Marie-du-Mont | Tél : 02 33 71 58 00 | Fax : 02 33 71 93 30",http://www.saintemariedumont.fr,mairie
mairie-47253-01,Mairie - Sainte-Marthe 47253-01,communestemarthe@wanadoo.fr,"Adresse : Le Bourg,47430,Sainte-Marthe | Tél : 05 53 20 65 60 | Fax : 05 53 79 11 85",http://mairie-saintemarthe.fr,mairie
mairie-27568-01,Mairie - Sainte-Marthe 27568-01,mairie.stemarthe@wanadoo.fr,"Adresse : 20 rue de la Mairie, 27190, Sainte-Marthe | Tél : 02 32 30 97 44 | Fax : ",,mairie
mairie-12241-01,Mairie - Sainte-Radegonde 12241-01,mairie-steradegonde@wanadoo.fr,"Adresse : 1 place de la Mairie, 12850, Sainte-Radegonde | Tél : 05 65 42 46 00 | Fax : ",http://www.sainteradegonde.fr,mairie
mairie-79292-01,Mairie - Sainte-Radegonde 79292-01,mairie.ste-radegonde@wanadoo.fr,"Adresse : 1 rue de la Mairie,79100,Sainte-Radegonde | Tél : 05 49 66 08 59 | Fax : 05 49 66 74 80",http://www.ville-sainte-radegonde.fr,mairie
mairie-71474-01,Mairie - Sainte-Radegonde 71474-01,mairie.sainte-radegonde@wanadoo.fr,"Adresse : 8 route d'Uxeau, 71320,Sainte-Radegonde | Tél : 03 85 79 40 31 | Fax : ",http://www.sainte-radegonde71.fr,mairie
mairie-24492-01,Mairie - Sainte-Radegonde 24492-01,mairie.steradegonde@wanadoo.fr,"Adresse : Roquepine, 24560, Sainte-Radegonde | Tél : 05 53 24 04 89 | Fax : 09 71 70 50 14",,mairie
mairie-86239-01,Mairie - Sainte-Radegonde 86239-01,sainte-radegonde@departement86.fr,"Adresse : 3 route d'Archigny,86300,Sainte-Radegonde | Tél : 05 49 46 32 11 | Fax : ",,mairie
mairie-32405-01,Mairie - Sainte-Radegonde 32405-01,sainte.radegonde.mairie@wanadoo.fr,"Adresse : Le Village,32500,Sainte-Radegonde | Tél : 05 62 06 62 08 | Fax : ",,mairie
mairie-33468-01,Mairie - Sainte-Radegonde 33468-01,ste-radegonde.mairie@wanadoo.fr,"Adresse : 29 le Bourg,33350,Sainte-Radegonde | Tél : 05 57 40 51 70 | Fax : 05 57 40 50 30",,mairie
mairie-17389-01,Mairie - Sainte-Radegonde 17389-01,mairie@steradegonde17.fr,"Adresse : 8 rue de la Mairie, 17250, Sainte-Radegonde | Tél : 05 46 97 04 72 | Fax : 05 46 97 17 19",,mairie
mairie-73277-01,Mairie - Sainte-Reine 73277-01,commune.sainte-reine@wanadoo.fr,"Adresse : Chef-lieu,73630,Sainte-Reine | Tél : 04 79 54 82 45 | Fax : 04 79 54 82 45",,mairie
mairie-97419-01,Mairie - Sainte-Rose 97419-01,dgs@sainterose.re,"Adresse : 193 route nationale 2,97439,Sainte-Rose | Tél : +262 2 62 47 20 22 | Fax : ",http://www.sainterose.re,mairie
mairie-97129-01,Mairie - Sainte-Rose 97129-01,cabinet@villesainterose.fr,"Adresse : Avenue Sainte-Rose-de-Lima,97115,Sainte-Rose | Tél : +590 5 90 28 08 08 | Fax : +590 5 90 26 12 01",https://www.sainterose.org,mairie
mairie-09342-01,Mairie - Sainte-Suzanne 09342-01,mairie.stesuzanne@orange.fr,"Adresse : Village, 9130, Sainte-Suzanne | Tél : 05 61 68 54 40 | Fax : ",,mairie
mairie-25526-01,Mairie - Sainte-Suzanne 25526-01,mairiesaintesuzanne@gmail.com,"Adresse : 62 rue de Besançon, 25630, Sainte-Suzanne | Tél : 03 81 91 19 55 | Fax : 03 81 91 47 81",http://www.sainte-suzanne-doubs.fr,mairie
mairie-97420-01,Mairie - Sainte-Suzanne 97420-01,communication@ville-saintesuzanne.re,"Adresse : 3 rue du Général-de-Gaulle,97441,Sainte-Suzanne | Tél : +262 2 62 52 30 02 | Fax : +262 2 62 52 14 13",http://www.ville-saintesuzanne.re,mairie
mairie-43231-01,Mairie - Salettes 43231-01,mairie.salettes702@orange.fr,"Adresse : Le Bourg,43150,Salettes | Tél : 04 71 57 36 26 | Fax : 04 71 57 36 26",http://www.salettes.fr,mairie
mairie-26334-01,Mairie - Salettes 26334-01,mairie.salettes@wanadoo.fr,"Adresse : 2 A place Milon-Brachet, 26160, Salettes | Tél : 04 75 90 48 97 | Fax : ",,mairie
mairie-33018-03,Mairie - Salignac 33018-03,mairie-salignac@wanadoo.fr,"Adresse : 62 avenue de la République,33240,Salignac | Tél : 05 57 43 13 05 | Fax : 05 57 43 30 77",,mairie
mairie-04200-01,Mairie - Salignac 04200-01,salignachp@orange.fr,"Adresse : Le Village, 4290, Salignac | Tél : 04 92 61 31 28 | Fax : 04 92 61 46 97",http://www.salignac04.fr,mairie
mairie-77439-01,Mairie - Salins 77439-01,mairiedesalins77@wanadoo.fr,"Adresse : 5 rue de Courcelles,77148,Salins | Tél : 01 60 96 70 49 | Fax : 01 60 96 82 49",http://www.lesalinois77.fr,mairie
mairie-15220-01,Mairie - Salins 15220-01,communedesalins@orange.fr,"Adresse : Le Bourg, 15200, Salins | Tél : 04 71 69 11 33 | Fax : 04 71 69 12 55",,mairie
mairie-65400-01,Mairie - Salles 65400-01,mairie.salles-argeles@wanadoo.fr,"Adresse : rue de la Mairie,65400,Salles | Tél : 05 62 97 18 79 | Fax : ",http://salles-argeles.wixsite.com/sallesargeles,mairie
mairie-79303-01,Mairie - Salles 79303-01,mairie.salles057@orange.fr,"Adresse : 15 rue Montausier,79800,Salles | Tél : 05 49 05 04 46 | Fax : 05 49 05 16 22",,mairie
mairie-33498-01,Mairie - Salles 33498-01,contact@ville-de-salles.com,"Adresse : 4 place de la Mairie,33770,Salles | Tél : 05 57 71 98 60 | Fax : 05 56 88 43 95",http://www.ville-de-salles.com,mairie
mairie-47284-01,Mairie - Salles 47284-01,mairie.de.salles47@wanadoo.fr,"Adresse : Le Bourg,47150,Salles | Tél : 05 53 36 46 49 | Fax : 05 53 01 41 02",,mairie
mairie-24518-01,Mairie - Salon 24518-01,mairie.salondevergt@orange.fr,"Adresse : Le Bourg, 24380, Salon | Tél : 05 53 54 97 99 | Fax : 05 53 54 97 99",,mairie
mairie-10365-01,Mairie - Salon 10365-01,mairie.salon@wanadoo.fr,"Adresse : 1 place de la Mairie, 10700, Salon | Tél : 03 25 37 46 09 | Fax : 03 25 37 46 09",,mairie
mairie-27614-01,Mairie - Sancourt 27614-01,commune-de-sancourt@orange.fr,"Adresse : 2 rue Saint-Clair, 27150, Sancourt | Tél : 02 32 55 84 59 | Fax : ",,mairie
mairie-59552-01,Mairie - Sancourt 59552-01,mairiecole.sancourt@wanadoo.fr,"Adresse : Rue d'Amérique,59268,Sancourt | Tél : 03 27 81 57 61 | Fax : 03 27 81 76 11",,mairie
mairie-80726-01,Mairie - Sancourt 80726-01,mairie.sancourt@wanadoo.fr,"Adresse : 8 rue de l'Église,80400,Sancourt | Tél : 03 23 81 10 26 | Fax : ",,mairie
mairie-54491-01,Mairie - Sancy 54491-01,mairie.sancy@neticable.org,"Adresse : 2 rue de l'École,54560,Sancy | Tél : 03 82 21 66 41 | Fax : ",,mairie
mairie-24312-01,Mairie - Sanilhac 24312-01,mairie@ndsanilhac.fr,"Adresse : Notre-Dame-de-Sanilhac - 2 rue de la Mairie, 24660, Sanilhac | Tél : 05 53 53 31 12 | Fax : 05 53 09 43 16",http://www.notre-dame-de-sanilhac.fr,mairie
mairie-07307-01,Mairie - Sanilhac 07307-01,mairie.sanilhac530@orange.fr,"Adresse : 100 rue de l'Église, 7110, Sanilhac | Tél : 04 75 39 11 78 | Fax : 04 75 39 26 33",http://www.mairiedesanilhac.fr,mairie
mairie-21582-01,Mairie - Santenay 21582-01,info@ville-de-santenay.fr,"Adresse : Place de la Mairie, 21590, Santenay | Tél : 03 80 20 60 32 | Fax : 03 80 20 66 06",http://www.ville-de-santenay.fr,mairie
mairie-41234-01,Mairie - Santenay 41234-01,mairie.santenay41@wanadoo.fr,"Adresse : 2 rue du Presbytère, 41190,Santenay | Tél : 02 54 46 11 12 | Fax : 02 54 46 12 34",,mairie
mairie-28366-01,Mairie - Santeuil 28366-01,mairie.santeuil@wanadoo.fr,"Adresse : 2 rue de la Mairie, 28700, Santeuil | Tél : 02 37 24 91 49 | Fax : 02 37 24 92 86",http://santeuil28.pagesperso-orange.fr,mairie
mairie-95584-01,Mairie - Santeuil 95584-01,mairie@santeuil.fr,"Adresse : Place du Général-Leclerc,95640,Santeuil | Tél : 01 30 39 73 25 | Fax : 01 34 67 54 17",http://www.santeuil.fr,mairie
mairie-71498-01,Mairie - Santilly 71498-01,mairie.santilly@orange.fr,"Adresse : 2 Chemin des Vignes, 71460,Santilly | Tél : 03 85 92 66 23 | Fax : 03 85 92 62 54",http://www.santilly.fr,mairie
mairie-28367-01,Mairie - Santilly 28367-01,commune-de-santilly@wanadoo.fr,"Adresse : 35 rue du Bois, 28310, Santilly | Tél : 02 37 90 07 13 | Fax : 02 37 90 07 13",,mairie
mairie-39503-01,Mairie - Sapois 39503-01,mairie.sapois.jura@wanadoo.fr,"Adresse : Place de la Mairie,39300,Sapois | Tél : 03 84 52 61 22 | Fax : ",,mairie
mairie-88442-01,Mairie - Sapois 88442-01,contact@sapois.fr,"Adresse : 44 route de Menaurupt,88120,Sapois | Tél : 03 29 24 72 62 | Fax : 03 29 61 70 69",http://www.sapois.fr,mairie
mairie-69173-01,Mairie - Sarcey 69173-01,mairie.de_sarcey@numericable.com,"Adresse : 233 rue Centrale,69490,Sarcey | Tél : 04 74 26 86 55 | Fax : 04 74 26 85 66",http://www.sarcey-69.fr,mairie
mairie-52459-01,Mairie - Sarcey 52459-01,mairie.sarcey@wanadoo.fr,"Adresse : 2 rue du château,52800,Sarcey | Tél : 03 25 31 60 51 | Fax : ",,mairie
mairie-46298-01,Mairie - Sarrazac 46298-01,sarrazac.cne@wanadoo.fr,"Adresse : Place Henri-Taillardat,46600,Sarrazac | Tél : 05 65 37 72 43 | Fax : 05 65 37 73 07",http://www.sarrazac.fr,mairie
mairie-24522-01,Mairie - Sarrazac 24522-01,mairie.sarrazac@wanadoo.fr,"Adresse : Le Bourg, 24800, Sarrazac | Tél : 05 53 62 52 06 | Fax : 05 53 52 33 11",http://www.sarrazac24800.com,mairie
mairie-89376-01,Mairie - Sarry 89376-01,sarry.mairie@wanadoo.fr,"Adresse : Route d'Annoux,89310,Sarry | Tél : 03 86 82 84 62 | Fax : ",,mairie
mairie-71500-01,Mairie - Sarry 71500-01,mairiedesarry@wanadoo.fr,"Adresse : Le Bourg, 71110,Sarry | Tél : 03 85 25 02 40 | Fax : 03 85 25 02 40",,mairie
mairie-51525-01,Mairie - Sarry 51525-01,contact.mairie@sarry-champagne.net,"Adresse : Place de la Mairie, 51520,Sarry | Tél : 03 26 65 87 02 | Fax : 03 26 65 94 02",http://www.sarry-champagne.net,mairie
mairie-71503-01,Mairie - Saules 71503-01,saules@wanadoo.fr,"Adresse : Rue de la Mairie, 71390,Saules | Tél : 03 85 44 05 39 | Fax : 03 85 44 02 66",http://www.saules.fr,mairie
mairie-25535-01,Mairie - Saules 25535-01,mairie.saules25@orange.fr,"Adresse : 4 place de la Fontaine, 25580, Saules | Tél : 03 81 62 21 18 | Fax : ",,mairie
