#id,name,request_email,notes,home_page,tag_string
mairie-71516-01,Mairie - Serley,mairie.serley@wanadoo.fr,"Adresse : Le Bourg, 71310,Serley | Tél : 03 85 76 12 40 | Fax : 03 85 76 16 75",http://www.serley71.fr,mairie
crous-76540-01,Centre régional des uvres universitaires et scolaires (CROUS) de Normandie - Siège de Rouen,crous@crous-rouen.fr,"Adresse : 135 boulevard de l'Europe,76100,Rouen | Tél : 02 30 06 02 76 | Fax : ",http://www.crous-normandie.fr/,crous
ddcs-76540-01,Direction départementale de la cohésion sociale (DDCS) de Seine-Maritime,ddcs@seine-maritime.gouv.fr,"Adresse : Immeuble Hastings - 27, rue du 74e-Régiment-d'Infanterie,76003,Rouen Cedex 1 | Tél : 02 76 27 71 01 | Fax : 02 76 27 71 04",http://www.seine-maritime.gouv.fr,ddcs
ddpp-76540-01,Direction départementale de la protection des populations (DDPP) - Seine-Maritime,ddpp@seine-maritime.gouv.fr,"Adresse : Avenue du Grand-Cours,76107,Rouen Cedex 1 | Tél : 02 32 81 82 32 | Fax : 02 35 72 52 76",,ddpp
ddt-76540-01,Direction départementale des territoires et de la mer (DDTM) - Seine-Maritime,ddtm@seine-maritime.gouv.fr,"Adresse : Cité administrative - 2, rue Saint-Sever,76032,Rouen Cedex | Tél : 02 35 58 53 27 | Fax : 02 35 58 55 24",http://www.seine-maritime.equipement-agriculture.gouv.fr,ddt
direccte_ut-76540-01,"Direction régionale des entreprises, de la concurrence, de la consommation, du travail et de l'emploi (DIRECCTE) - Unité territoriale - Seine-Maritime",dd-76.direction@direccte.gouv.fr,"Adresse : Cité administrative - 2, rue Saint-Sever,76032,Rouen Cedex | Tél : 02 35 58 59 60 | Fax : 02 32 18 98 08",http://normandie.direccte.gouv.fr/Seine-Maritime-1883,direccte_ut
dml-76217-01,Délégation à la mer et au littoral - Seine-Maritime - Dieppe,ddtm-sml-aimlp@seine-maritime.gouv.fr,"Adresse : 61 route du Vallon - BP 227,76203,Dieppe Cedex | Tél : 02 35 06 96 70 | Fax : 02 35 84 69 73",http://www.seine-maritime.gouv.fr,dml
dml-76351-01,Délégation à la mer et au littoral - Seine-Maritime - Le Havre,ddtm-sml-bmum@seine-maritime.gouv.fr,"Adresse : 216 boulevard de Strasbourg - CS 30041,76084,Le Havre Cedex | Tél : 02 35 19 52 80 | Fax : ",,dml
dml-76540-01,Délégation à la mer et au littoral - Seine-Maritime - Rouen,ddtm-sml@seine-maritime.gouv.fr,"Adresse : Cité administrative - 2 rue Saint-Sever - BP 76001,76032,Rouen Cedex | Tél : 02 35 58 53 27 | Fax : 02 35 58 56 22",http://www.seine-maritime.gouv.fr,dml
drddi-76351-01,Direction régionale des douanes - Le Havre,dr-le-havre@douane.finances.gouv.fr,"Adresse : 201 boulevard de Strasbourg,76600,Le Havre | Tél : 09 70 27 41 00 | Fax : 02 35 54 43 40",http://www.douane.gouv.fr,drddi
dreal-76540-01,"Direction régionale de l'environnement, de l'aménagement et du logement (DREAL) - Normandie - Siège de Rouen",dreal-hnormandie@developpement-durable.gouv.fr,"Adresse : BP 86002 - Cité administrative - 2 rue Saint-Sever,76032,Rouen Cedex | Tél : 02 35 58 53 27 | Fax : 02 35 58 53 03",http://www.normandie.developpement-durable.gouv.fr/,dreal
dreal_ut-76351-01,"Direction régionale de l'environnement, de l'aménagement et du logement (DREAL) - Normandie - Unité départemantale du Havre",udlh.dreal-normandie@developpement-durable.gouv.fr,"Adresse : 48 rue Denfert-Rochereau,76600,Le Havre | Tél : 02 35 19 32 64 | Fax : 02 35 19 32 99",http://www.normandie.developpement-durable.gouv.fr,dreal_ut
dreal_ut-76540-01,"Direction régionale de l'environnement, de l'aménagement et du logement (DREAL) - Normandie - Unité départementale Rouen Dieppe",udrd.dreal-normandie@developpement-durable.gouv.fr,"Adresse : 1 rue Dufay,76100,Rouen | Tél : 02 32 91 97 60 | Fax : 02 32 91 97 97",http://www.normandie.developpement-durable.gouv.fr,dreal_ut
epci-76051-01,Communauté de communes - Terroir de Caux,direction@cc-saaneetvienne.fr,"Adresse : 11 route de Dieppe - BP 29,76730,Bacqueville-en-Caux | Tél : 02 35 85 46 69 | Fax : 02 35 04 86 99",http://www.terroirdecaux.fr,epci communaute_communes
epci-76101-01,Communauté de communes - Interrégionale Aumale Blangy-sur-Bresle,comcom.blangy@wanadoo.fr,"Adresse : 20 rue de Barbentane - BP 65,76340,Blangy-sur-Bresle | Tél : 02 35 94 02 76 | Fax : 02 35 94 26 70",http://www.cc-aumale-blangy.fr,epci communaute_communes
epci-76159-01,Communauté de communes - Côte d'Albâtre,clara.marciaux@cote-albatre.com,"Adresse : 48 bis route de Veulettes,76450,Cany-Barville | Tél : 02 35 57 85 00 | Fax : 02 35 57 08 75",http://www.cote-albatre.com,epci communaute_communes
epci-76196-01,Communauté de communes - canton de Criquetot-l'Esneval,ccc.criquetot@wanadoo.fr,"Adresse : Maison du canton - 28 route de Vergetot,76280,Criquetot-l'Esneval | Tél : 02 35 27 27 00 | Fax : 02 35 29 64 80",http://www.ccc-criquetot.fr,epci communaute_communes
epci-76217-01,Communauté d'agglomération - Dieppe Maritime,contact@agglodieppe-maritime.com,"Adresse : 4 boulevard du Général-de-Gaulle - BP 50166,76204,Dieppe Cedex | Tél : 02 32 90 20 25 | Fax : 02 32 90 92 06",http://www.agglodieppe-maritime.com,epci communaute_agglomerations
epci-76219-01,Communauté de communes - Plateau de Caux Doudeville Yerville,contact@plateaudecaux.fr,"Adresse : 2 place du Général-de-Gaulle,76560,Doudeville | Tél : 02 35 95 07 25 | Fax : 02 35 95 10 54",http://www.plateaudecaux.fr,epci communaute_communes
epci-76235-01,Communauté de communes - Falaises du Talou,accueil@cc-mv.fr,"Adresse : 46 B rue du Général-de-Gaulle - BP 60002,76630,Envermeu | Tél : 02 35 04 85 10 | Fax : 02 35 04 85 19",http://www.monts-et-vallees.fr,epci communaute_communes
epci-76255-01,Communauté de communes - Villes Soeurs,abriere@cc-breslemaritime.fr,"Adresse : 12 avenue Jacques-Anquetil,76260,Eu | Tél : 02 27 28 20 87 | Fax : 02 35 50 92 29",http://www.villes-soeurs.fr,epci communaute_communes
epci-76259-01,Communauté d'agglomération - Fécamp Caux Littoral,karine.andries@agglo-fecampcauxlittoral.fr,"Adresse : 825 route de Valmont - BP 97,76403,Fécamp Cedex | Tél : 02 35 10 48 48 | Fax : 02 35 10 31 66",http://www.agglo-fecampcauxlittoral.fr,epci communaute_agglomerations
epci-76302-01,Communauté de communes - Campagne de Caux,contact@campagne-de-caux.fr,"Adresse : ZA - Route de Bolbec,76110,Goderville | Tél : 02 35 29 65 85 | Fax : 02 35 29 06 06",http://www.campagne-de-caux.fr,epci communaute_communes
epci-76312-01,Communauté de communes - 4 Rivières,com.com.gournay.en.bray@wanadoo.fr,"Adresse : 26 rue Félix-Faure,76220,Gournay-en-Bray | Tél : 02 35 09 85 69 | Fax : ",,epci communaute_communes
epci-76384-01,Agglomération - Caux Seine,accueil@cauxseine.fr,"Adresse : Maison de l'intercommunalité - Allée du Catillon - BP 20062,76170,Lillebonne | Tél : 02 32 84 40 40 | Fax : 02 32 84 40 41",http://www.cauxseine.fr,epci
epci-76462-01,Communauté de communes - Bray Eawy,contact@brayeawy.fr,"Adresse : 7 rue du Pot-d'Étain,76270,Neufchâtel-en-Bray | Tél : 02 32 97 45 65 | Fax : ",http://www.brayeawy.fr,epci communaute_communes
epci-76495-01,Communauté de communes - Caux Austreberthe,comcauxaus@orange.fr,"Adresse : 4 rue de l'Ingénieur-Locke,76360,Barentin | Tél : 02 32 94 92 15 | Fax : ",http://www.cccauxaustreberthe.fr,epci communaute_communes
epci-76553-01,Communauté de communes - Londinières,ccl1@orange.fr,"Adresse : Mairie,76660,Sainte-Agathe-d'Aliermont | Tél : 02 35 94 68 94 | Fax : 02 35 94 62 53",http://www.comcom-londinieres.fr,epci communaute_communes
epci-76647-01,Communauté de communes - Caux Estuaire,contact@caux-estuaire.fr,"Adresse : 5 rue Sylvestre-Dumesnil - BP 117,76430,Saint-Romain-de-Colbosc | Tél : 02 35 13 36 90 | Fax : 02 35 13 87 79",http://www.caux-estuaire.fr,epci communaute_communes
epci-76758-01,Communauté de communes - Région d'Yvetot,accueil@ccry.fr,"Adresse : 4 rue de la Brême - CS 60115,76193,Yvetot Cedex | Tél : 02 35 56 14 14 | Fax : ",http://www.ccry.fr,epci communaute_communes
fdapp-76540-01,Fédération départementale pour la pêche et la protection du milieu aquatique - Seine-Maritime,fede76.peche@wanadoo.fr,"Adresse : 11 cours Clemenceau,76100,Rouen | Tél : 02 35 62 01 55 | Fax : ",http://www.peche76.fr,fdapp
fdc-76072-01,Fédération départementale des chasseurs - Seine-Maritime,chasse@fdc76.com,"Adresse : Route de l'Étang,76890,Belleville-en-Caux | Tél : 02 35 60 35 97 | Fax : 02 35 61 82 14",http://www.fdc76.com,fdc
gendarmerie-76035-01,Brigade de gendarmerie - Aumale,cob.blangy-sur-bresle@gendarmerie.interieur.gouv.fr,"Adresse : Route de Forges-les-Eaux,76390,Aumale | Tél : 02 35 93 40 17 | Fax : 02 35 93 10 68",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76051-01,Brigade de gendarmerie - Bacqueville-en-Caux,cob.offranville@gendarmerie.interieur.gouv.fr,"Adresse : 16 Route de Pierreville,76730,Bacqueville-en-Caux | Tél : 02 35 83 20 03 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76101-01,Brigade de gendarmerie - Blangy-sur-Bresle,cob.blangy-sur-bresle@gendarmerie.interieur.gouv.fr,"Adresse : 1 Rue des Hêtres,76340,Blangy-sur-Bresle | Tél : 02 35 93 50 17 | Fax : 02 35 93 96 95",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76114-01,Brigade de gendarmerie - Bolbec,cob.notre-dame-de-gravenchon@gendarmerie.interieur.gouv.fr,"Adresse : 2 Place Salvador Allende,76210,Bolbec | Tél : 02 35 31 00 53 | Fax : 02 35 31 74 47",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76116-01,Brigade de gendarmerie - Boos,bta.boos@gendarmerie.interieur.gouv.fr,"Adresse : 239 Route de Rouen,76520,Boos | Tél : 02 35 80 21 03 | Fax : 02 35 80 87 09",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76146-01,Brigade de gendarmerie - Buchy,cob.st-jacques-sur-darnetal@gendarmerie.interieur.gouv.fr,"Adresse : 269 Route de Forges-les-Eaux,76750,Buchy | Tél : 02 35 34 40 14 | Fax : 02 35 34 94 57",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76159-01,Brigade de gendarmerie - Cany-Barville,cob.st-valery-en-caux@gendarmerie.interieur.gouv.fr,"Adresse : Rue du Stade,76450,Cany-Barville | Tél : 02 35 97 70 17 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76164-01,Brigade de gendarmerie - Rives-en-Seine,cob.duclair@gendarmerie.interieur.gouv.fr,"Adresse : 47 Rue de Latham,76490,Rives-en-Seine | Tél : 02 35 96 10 17 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76196-01,Brigade de gendarmerie - Criquetot-l'Esneval,cob.criquetot-l-esneval@gendarmerie.interieur.gouv.fr,"Adresse : 11 Route de Vergetot,76280,Criquetot-l'Esneval | Tél : 02 35 27 20 17 | Fax : 02 35 27 94 85",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76216-01,Brigade de gendarmerie - Déville-lès-Rouen,cob.deville-les-rouen@gendarmerie.interieur.gouv.fr,"Adresse : 2 Rue de la République,76250,Déville-lès-Rouen | Tél : 02 35 74 01 90 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76219-01,Brigade de gendarmerie - Doudeville,cob.yerville@gendarmerie.interieur.gouv.fr,"Adresse : 1 Rue des Prés,76560,Doudeville | Tél : 02 35 96 54 67 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76222-01,Brigade de gendarmerie - Duclair,cob.duclair@gendarmerie.interieur.gouv.fr,"Adresse : 01177 Rue de Verdun,76480,Duclair | Tél : 02 35 37 50 12 | Fax : 02 35 37 91 77",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76235-01,Brigade de gendarmerie - Envermeu,cob.envermeu@gendarmerie.interieur.gouv.fr,"Adresse : 31 Rue du 8 Mai 01945,76630,Envermeu | Tél : 02 35 85 70 17 | Fax : 02 35 85 63 52",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76238-01,Brigade de gendarmerie - Épouville,cob.epouville@gendarmerie.interieur.gouv.fr,"Adresse : 48 Rue Aristide Briand,76133,Épouville | Tél : 02 35 30 09 16 | Fax : 02 35 30 44 99",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76254-01,Brigade de gendarmerie - Étretat,cob.criquetot-l-esneval@gendarmerie.interieur.gouv.fr,"Adresse : Place de la Gare,76790,Étretat | Tél : 02 35 27 00 17 | Fax : 02 35 27 77 66",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76258-01,Brigade de gendarmerie - Terres-de-Caux,cob.notre-dame-de-gravenchon@gendarmerie.interieur.gouv.fr,"Adresse : Fauville-en-Caux - Rue du Général de Gaulle,76640,Terres-de-Caux | Tél : 02 35 96 76 77 | Fax : 02 35 96 89 62",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76259-01,Brigade de gendarmerie - Fécamp,cob.valmont@gendarmerie.interieur.gouv.fr,"Adresse : 75 Rue Gustave Couturier,76400,Fécamp | Tél : 02 35 28 16 69 | Fax : 02 35 28 05 13",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76263-01,Brigade de gendarmerie - La Feuillie,cob.gournay-en-bray@gendarmerie.interieur.gouv.fr,"Adresse : 1 Rue du Centre,76220,La Feuillie | Tél : 02 35 90 80 17 | Fax : 02 35 90 74 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76272-01,Brigade de gendarmerie - Fontaine-le-Dun,cob.st-valery-en-caux@gendarmerie.interieur.gouv.fr,"Adresse : Rue Albert Perne,76740,Fontaine-le-Dun | Tél : 02 35 97 40 17 | Fax : 02 35 97 87 20",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76276-01,Brigade de gendarmerie - Forges-les-Eaux,cob.forges-les-eaux@gendarmerie.interieur.gouv.fr,"Adresse : 72 Rue de la Libération,76440,Forges-les-Eaux | Tél : 02 35 90 50 17 | Fax : 02 90 50 44 94",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76302-01,Brigade de gendarmerie - Goderville,cob.criquetot-l-esneval@gendarmerie.interieur.gouv.fr,"Adresse : Rue Guy de Maupassant,76110,Goderville | Tél : 02 35 27 70 17 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76312-01,Brigade de gendarmerie - Gournay-en-Bray,cob.gournay-en-bray@gendarmerie.interieur.gouv.fr,"Adresse : 9 Avenue des Anciens Combattants,76220,Gournay-en-Bray | Tél : 02 35 90 00 17 | Fax : 02 35 90 76 61",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76351-01,Brigade de gendarmerie - Le Havre,cob.epouville@gendarmerie.interieur.gouv.fr,"Adresse : 186 Boulevard de Strasbourg,76600,Havre | Tél : 02 35 42 25 35 | Fax : 02 35 42 27 26",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76355-01,Brigade de gendarmerie - Héricourt-en-Caux,cob.yerville@gendarmerie.interieur.gouv.fr,"Adresse : 22 Rue Gaston de Beauvoir,76560,Héricourt-en-Caux | Tél : 02 35 96 45 78 | Fax : 02 35 96 96 77",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76392-01,Brigade de gendarmerie - Londinières,cob.neufchatel-en-bray@gendarmerie.interieur.gouv.fr,"Adresse : La Locardie,76660,Londinières | Tél : 02 35 93 80 17 | Fax : 02 35 93 04 48",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76397-01,Brigade de gendarmerie - Longueville-sur-Scie,cob.offranville@gendarmerie.interieur.gouv.fr,"Adresse : Impasse des Fleurs,76590,Longueville-sur-Scie | Tél : 02 35 83 30 11 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76452-01,Brigade de gendarmerie - Montville,cob.montville@gendarmerie.interieur.gouv.fr,"Adresse : 597 Rue du Docteur Martel,76710,Montville | Tél : 02 35 33 71 85 | Fax : 02 35 33 35 55",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76462-01,Brigade de gendarmerie - Neufchâtel-en-Bray,cob.neufchatel-en-bray@gendarmerie.interieur.gouv.fr,"Adresse : 2 Rue de la Gendarmerie,76270,Neufchâtel-en-Bray | Tél : 02 35 93 00 17 | Fax : 02 35 93 22 34",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76476-01,Brigade de gendarmerie - Port-Jérôme-sur-Seine,cob.notre-dame-de-gravenchon@gendarmerie.interieur.gouv.fr,"Adresse : Notre-Dame-de-Gravenchon - 10 Avenue Victor Hugo,76330,Port-Jérôme-sur-Seine | Tél : 02 35 38 64 66 | Fax : 02 35 38 91 39",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76482-01,Brigade de gendarmerie - Offranville,cob.offranville@gendarmerie.interieur.gouv.fr,"Adresse : 130 Rue du Bout-de-la-Ville,76550,Offranville | Tél : 02 35 83 00 17 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76495-01,Brigade de gendarmerie - Pavilly,cob.barentin@gendarmerie.interieur.gouv.fr,"Adresse : 26 Rue des Frères Martin,76570,Pavilly | Tél : 02 35 91 20 19 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76517-01,Brigade de gendarmerie - Quincampoix,cob.montville@gendarmerie.interieur.gouv.fr,"Adresse : 2125 Route de Neufchâtel,76230,Quincampoix | Tél : 02 35 34 70 01 | Fax : 02 35 34 90 48",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76540-01,Brigade de gendarmerie - Rouen,bta.rouen@gendarmerie.interieur.gouv.fr,"Adresse : Caserne Mdc Crosnier - 39 Rue Louis Ricard,76000,Rouen | Tél : 02 35 07 89 50 | Fax : 02 35 07 89 66",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76591-01,Brigade de gendarmerie - Saint-Jacques-sur-Darnétal,cob.st-jacques-sur-darnetal@gendarmerie.interieur.gouv.fr,"Adresse : 441 Rue du Général de Gaulle,76160,Saint-Jacques-sur-Darnétal | Tél : 02 35 08 35 88 | Fax : 02 35 08 60 05",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76647-01,Brigade de gendarmerie - Saint-Romain-de-Colbosc,bta.st-romain-de-colbosc@gendarmerie.interieur.gouv.fr,"Adresse : 49 Avenue de Lattre de Tassigny,76430,Saint-Romain-de-Colbosc | Tél : 02 35 20 50 13 | Fax : 02 35 20 60 88",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76648-01,Brigade de gendarmerie - Saint-Saëns,cob.totes@gendarmerie.interieur.gouv.fr,"Adresse : Place Maintenon,76680,Saint-Saëns | Tél : 02 35 34 51 18 | Fax : 02 35 34 97 04",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76655-01,Brigade de gendarmerie - Saint-Valery-en-Caux,cob.st-valery-en-caux@gendarmerie.interieur.gouv.fr,"Adresse : 7 Avenue du 51 Highlands Division,76460,Saint-Valery-en-Caux | Tél : 02 35 97 00 17 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76700-01,Brigade de gendarmerie - Tôtes,cob.totes@gendarmerie.interieur.gouv.fr,"Adresse : Rue du Maréchal Leclerc,76890,Tôtes | Tél : 02 35 32 91 13 | Fax : 02 35 32 94 95",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76709-01,Brigade de gendarmerie - Le Trait,cob.duclair@gendarmerie.interieur.gouv.fr,"Adresse : Centre Administratif - 4 Chemin de la Cavée du Val,76580,Trait | Tél : 02 35 37 90 57 | Fax : 02 35 37 05 47",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76711-01,Brigade de gendarmerie - Le Tréport,bta.le-treport@gendarmerie.interieur.gouv.fr,"Adresse : 2 Rue Albert Edward Dixon,76470,Le Tréport | Tél : 02 35 86 14 66 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76719-01,Brigade de gendarmerie - Valmont,cob.valmont@gendarmerie.interieur.gouv.fr,"Adresse : 14 Rue Albert Bellavoine,76540,Valmont | Tél : 02 35 29 80 17 | Fax : 02 35 29 97 41",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76752-01,Brigade de gendarmerie - Yerville,cob.yerville@gendarmerie.interieur.gouv.fr,"Adresse : 483 Avenue Charles de Gaulle,76760,Yerville | Tél : 02 35 96 84 12 | Fax : 02 35 96 93 72",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-76758-01,Brigade de gendarmerie - Yvetot,bta.yvetot@gendarmerie.interieur.gouv.fr,"Adresse : 23 Rue Edmond Labbé,76190,Yvetot | Tél : 02 35 95 00 17 | Fax : 02 35 95 77 68",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
greta-76231-01,Greta d'Elbeuf Vallée de la Seine,contact.greta.elbeuf@ac-rouen.fr,"Adresse : 4 B cours Carnot,76500,Elbeuf | Tél : 02 32 96 94 94 | Fax : 02 35 81 33 98",http://greta.ac-rouen.fr/greta-elbeuf-vallee-de-seine,greta
greta-76341-01,Greta - Région Havraise,greta.region-havraise@ac-rouen.fr,"Adresse : 1 chemin des Vallées - BP 83,76700,Harfleur | Tél : 02 35 51 06 51 | Fax : 02 35 51 06 61",http://www.greta.ac-rouen.fr,greta
hypotheque-76217-01,Service de la publicité foncière (SPF) - Dieppe,spf.dieppe@dgfip.finances.gouv.fr,"Adresse : 6 boulevard Georges-Clemenceau,76884,Dieppe Cedex | Tél : 02 32 14 05 70 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-76351-01,Service de la publicité foncière (SPF) - Le Havre 1,spf.le-havre1@dgfip.finances.gouv.fr,"Adresse : 19 avenue du Général-Leclerc,76085,Le Havre Cedex | Tél : 02 35 19 37 09 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-76351-02,Service de la publicité foncière (SPF) - Havre 2,spf.le-havre2@dgfip.finances.gouv.fr,"Adresse : 19 avenue du Général-Leclerc,76085,Le Havre Cedex | Tél : 02 35 19 37 19 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-76462-01,Service de la publicité foncière (SPF) - Neufchâtel-en-Bray,spf.neufchatel-en-bray@dgfip.finances.gouv.fr,"Adresse : 6 rue du Pot-d'Étain - BP 89,76270,Neufchâtel-en-Bray | Tél : 02 32 97 57 51 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-76540-01,Service de la publicité foncière et de l'enregistrement (SPF) - Rouen 1,spf.rouen1@dgfip.finances.gouv.fr,"Adresse : 21 quai Jean-Moulin - BP 01002,76037,Rouen Cedex 1 | Tél : 02 32 18 93 13 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-76540-02,Service de la publicité foncière (SPF) - Rouen 2,spf.rouen2@dgfip.finances.gouv.fr,"Adresse : 21 quai Jean-Moulin - BP 01002,76037,Rouen Cedex 1 | Tél : 02 32 18 93 32 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-76758-01,Service de la publicité foncière (SPF) - Yvetot,spf.yvetot@dgfip.finances.gouv.fr,"Adresse : BP 189 - 2 rue du Couvent,76195,Yvetot Cedex | Tél : 02 35 95 98 61 | Fax : ",http://www.impots.gouv.fr,hypotheque
inspection_academique-76540-01,Direction des services départementaux de l'Éducation nationale (DSDEN) - Seine-Maritime,ce.ia76@ac-rouen.fr,"Adresse : 5 place des Faïenciers,76100,Rouen | Tél : 02 32 08 98 00 | Fax : 02 32 08 97 60",http://www.ia76.ac-rouen.fr,inspection_academique
maia-76540-01,Mission d'accueil et d'information des associations (Maia) - Seine-Maritime,rachel.hervet@seine-maritime.gouv.fr,"Adresse : 27, rue du 74e-Régiment-d'Infanterie - Immeuble Hastings,76100,Rouen | Tél : 02 76 27 71 50 | Fax : 02 76 27 71 02",http://www.associations.gouv.fr,maia
mairie-76001-01,Mairie - Allouville-Bellefosse,mairie.allouvillebellefosse@wanadoo.fr,"Adresse : Place Paul-Levieux,76190,Allouville-Bellefosse | Tél : 02 35 96 01 65 | Fax : 02 35 56 88 05",http://www.allouvillebellefosse.com,mairie
mairie-76002-01,Mairie - Alvimare,mairie.alvimare@wanadoo.fr,"Adresse : 8 rue des Tilleuls,76640,Alvimare | Tél : 02 35 96 02 12 | Fax : ",http://www.alvimare.fr,mairie
mairie-76004-01,Mairie - Ambrumesnil,mairie.ambrumesnil@wanadoo.fr,"Adresse : 608 rue de l'Ancienne-Mare,76550,Ambrumesnil | Tél : 02 35 83 02 62 | Fax : 02 35 83 67 67",http://www.ambrumesnil.fr,mairie
mairie-76005-01,Mairie - Amfreville-la-Mi-Voie,mairie@amfreville-la-mivoie.fr,"Adresse : Place du Général-de-Gaulle,76920,Amfreville-la-Mi-Voie | Tél : 02 32 98 90 35 | Fax : 02 35 02 18 38",http://www.amfreville-la-mivoie.org,mairie
mairie-76007-01,Mairie - Anceaumeville,secretaire@mairie-anceaumeville.fr,"Adresse : 105 place Évode-Chevalier,76710,Anceaumeville | Tél : 02 35 32 59 72 | Fax : 02 35 32 10 53",,mairie
mairie-76008-01,Mairie - Ancourt,mairie.ancourt@wanadoo.fr,"Adresse : 20 rue de la Mairie,76370,Ancourt | Tél : 02 35 04 14 08 | Fax : 02 35 85 53 31",,mairie
mairie-76009-01,Mairie - Ancourteville-sur-Héricourt,mairie.ancourteville-sur-hericourt@cote-albatre.com,"Adresse : 62 rue de l'Église,76560,Ancourteville-sur-Héricourt | Tél : 02 35 56 40 41 | Fax : 02 35 56 40 41",http://www.ancourtevillesurhericourt.fr,mairie
mairie-76010-01,Mairie - Ancretiéville-Saint-Victor,commune-ancretieville@orange.fr,"Adresse : 1 place de la Mairie,76760,Ancretiéville-Saint-Victor | Tél : 02 35 96 84 77 | Fax : 02 35 96 84 77",,mairie
mairie-76011-01,Mairie - Ancretteville-sur-Mer,mairie-sg.ancrettevillesurmer@wanadoo.fr,"Adresse : 369 rue de la Mairie,76540,Ancretteville-sur-Mer | Tél : 02 35 27 40 30 | Fax : ",,mairie
mairie-76012-01,Mairie - Angerville-Bailleul,mairie.angerville.bailleul@wanadoo.fr,"Adresse : 7 chemin de l'Église,76110,Angerville-Bailleul | Tél : 02 35 27 66 17 | Fax : 02 35 27 66 17",,mairie
mairie-76013-01,Mairie - Angerville-la-Martel,mairie.angerville.lamartel@wanadoo.fr,"Adresse : 1 le Bourg - Route de l'Église,76540,Angerville-la-Martel | Tél : 02 35 29 82 74 | Fax : ",http://www.angerville-la-martel.com,mairie
mairie-76014-01,Mairie - Angerville-l'Orcher,mairie.angerville-orcher@wanadoo.fr,"Adresse : 14 place du Général-de-Gaulle,76280,Angerville-l'Orcher | Tél : 02 35 20 92 02 | Fax : 02 35 20 74 05",https://www.angervillelorcher.fr/,mairie
