#id,name,request_email,notes,home_page,tag_string,valid_email,commune,commune_in_name
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie,True,Sainte-Anne,True
mairie-64395-01,Mairie - Monségur 64395-01,mairie.monsegur@wanadoo.fr,"Adresse : 1 route de l'Église,64460,Monségur | Tél : 05 59 81 50 68 | Fax : 05 59 81 50 68",,mairie,True,Monségur,True
mairie-40190-01,Mairie - Monségur 40190-01,monsegur.mairie@wanadoo.fr,"Adresse : 15 place du Foyer,40700,Monségur | Tél : 05 58 79 23 71 | Fax : ",,mairie,True,Monségur,True
mairie-65317-01,Mairie - Mont 65317-01,mairie.mont.65@orange.fr,"Adresse : Place Jacques-et-Geneviève-Laporte,65240,Mont | Tél : 05 62 99 69 50 | Fax : 05 62 99 69 50",,mairie,True,Mont,True
mairie-64396-01,Mairie - Mont 64396-01,commont@cdg-64.fr,"Adresse : 20 rue du Vieux-Mont,64300,Mont | Tél : 05 59 67 64 63 | Fax : 05 59 67 31 27",http://www.mairie-mont.fr,mairie,True,Mont,True
mairie-71301-01,Mairie - Mont 71301-01,mont.mairie@wanadoo.fr,"Adresse : 10 rue de la Mairie,701140,Mont | Tél : 03 85 89 08 50 | Fax : ",,mairie,True,Mont,True
mairie-48027-05,Mairie - Mont-Lozère-et-Goulet 48027-05,st-julien.du.tournel@wanadoo.fr,"Adresse : Mairie annexe - Le Village - Saint-Julien-du-Tournel,48190,Mont-Lozère-et-Goulet | Tél : 04 66 47 67 12 | Fax : ",http://mont-lozère-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet,True
mairie-48027-04,Mairie - Mont-Lozère-et-Goulet 48027-04,mairie@montlozeregoulet.fr,"Adresse : Le Bleymard - Route du Mont-Lozère,48190,Mont-Lozère-et-Goulet | Tél : 04 66 31 13 83 | Fax : ",http://www.mont-lozere-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet,True
mairie-48027-03,Mairie - Mont-Lozère-et-Goulet 48027-03,mairie@montlozeregoulet.fr,"Adresse : Mairie déléguée - Chasseradès - Le Bourg,48250,Mont-Lozère-et-Goulet | Tél : 04 66 46 01 16 | Fax : 04 66 46 09 87",http://mont-lozère-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet,True
mairie-48027-01,Mairie - Mont-Lozère-et-Goulet 48027-01,mairie@montlozeregoulet.fr,"Adresse : Le Bleymard - Route de Mont-Lozère,48190,Mont-Lozère-et-Goulet | Tél : 04 66 31 13 83 | Fax : ",http://www.mont-lozère-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet,True
mairie-21441-01,Mairie - Mont-Saint-Jean 21441-01,montsaintjean.mairie@wanadoo.fr,"Adresse : Le Bourg, 201320, Mont-Saint-Jean | Tél : 03 80 84 30 89 | Fax : ",,mairie,True,Mont-Saint-Jean,True
mairie-72211-01,Mairie - Mont-Saint-Jean 72211-01,mairie.mont-saint-jean.72@wanadoo.fr,"Adresse : 17 rue Mathurin-Pattier,72140,Mont-Saint-Jean | Tél : 02 43 20 12 31 | Fax : 02 43 20 12 31",http://www.msj72140.blogspot.fr,mairie,True,Mont-Saint-Jean,True
mairie-02522-01,Mairie - Mont-Saint-Jean 02522-01,mairie.mont-saint-jean02@wanadoo.fr,"Adresse : 13 rue Principale, 2360, Mont-Saint-Jean | Tél : 03 23 97 67 12 | Fax : ",,mairie,True,Mont-Saint-Jean,True
mairie-02523-01,Mairie - Mont-Saint-Martin 02523-01,mairie.montsaintmartin@orange.fr,"Adresse : Mairie, 2220, Mont-Saint-Martin | Tél : 03 23 72 89 15 | Fax : ",,mairie,True,Mont-Saint-Martin,True
mairie-54382-01,Mairie - Mont-Saint-Martin 54382-01,mairie@mairie-montsaintmartin.fr,"Adresse : 1 boulevard du 8-Mai-01945,54350,Mont-Saint-Martin | Tél : 03 82 25 23 70 | Fax : 03 82 25 23 50",http://www.mairie-montsaintmartin.fr,mairie,True,Mont-Saint-Martin,True
mairie-08308-01,Mairie - Mont-Saint-Martin 08308-01,mairie.mont-saint-martin@west-telecom.com,"Adresse : 16 rue des Monts, 8400, Mont-Saint-Martin | Tél :  | Fax : 03 24 30 08 43",,mairie,True,Mont-Saint-Martin,True
mairie-38258-01,Mairie - Mont-Saint-Martin 38258-01,mt.st.martin.38@orange.fr,"Adresse : Lieu-dit Fochaire,38120,Mont-Saint-Martin | Tél : 04 76 56 14 41 | Fax : ",,mairie,True,Mont-Saint-Martin,True
mairie-30354-01,Mairie - Montagnac 30354-01,mairie-montagnac@orange.fr,"Adresse : 5 rue de la Mairie,30350,Montagnac | Tél : 09 62 27 11 17 | Fax : ",,mairie,True,Montagnac,True
mairie-34162-01,Mairie - Montagnac 34162-01,contact@ville-montagnac.fr,"Adresse : Place Émile-Combes,34530,Montagnac | Tél : 04 67 49 86 86 | Fax : 04 67 24 14 84",http://www.ville-montagnac.fr,mairie,True,Montagnac,True
mairie-38245-01,Mairie - Montagne 38245-01,mairie.montagne@wanadoo.fr,"Adresse : 262 rue du Village,38160,Montagne | Tél : 04 76 36 40 15 | Fax : 04 76 36 40 15",,mairie,True,Montagne,True
mairie-33290-01,Mairie - Montagne 33290-01,accueil.courrier@mairie-montagne.com,"Adresse : 29 Grand'rue - BP 6,33570,Montagne | Tél : 05 57 55 21 00 | Fax : 05 57 55 21 01",www.mairie-montagne33.fr,mairie,True,Montagne,True
mairie-01255-01,Mairie - Montagnieu 01255-01,mairie.montagnieu@gmail.com,"Adresse : 6 place de la Mairie, 01470, Montagnieu | Tél : 04 74 36 72 82 | Fax : ",,mairie,True,Montagnieu,True
mairie-38246-01,Mairie - Montagnieu 38246-01,mairie-montagnieu@wanadoo.fr,"Adresse : 20 route du Village,38110,Montagnieu | Tél : 04 74 97 08 04 | Fax : ",http://www.montagnieu-isere.fr,mairie,True,Montagnieu,True
mairie-42145-01,Mairie - Montagny 42145-01,montagny.mairie@wanadoo.fr,"Adresse : Place Paul-Rivière,42840,Montagny | Tél : 04 77 66 10 64 | Fax : 04 77 66 11 35",http://www.montagny.fr,mairie,True,Montagny,True
mairie-73161-01,Mairie - Montagny 73161-01,mairie-de-montagny@wanadoo.fr,"Adresse : Chef-lieu,73350,Montagny | Tél : 04 79 24 50 21 | Fax : 04 79 24 53 24",http://www.montagny-tarentaise.com,mairie,True,Montagny,True
mairie-69136-01,Mairie - Montagny 69136-01,mairie.montagny@montagny69.fr,"Adresse : 1 place de Sourzy,69700,Montagny | Tél : 04 78 73 73 73 | Fax : 04 78 07 16 42",http://www.montagny69.fr,mairie,True,Montagny,True
mairie-02498-01,Mairie - Montaigu 02498-01,mairie.montaigu02@wanadoo.fr,"Adresse : 4 rue du Prieuré, 2820, Montaigu | Tél : 03 23 22 63 20 | Fax : 03 23 22 98 37",http://www.montaigu02.fr,mairie,True,Montaigu,True
mairie-39348-01,Mairie - Montaigu 39348-01,mairie.de.montaigu-39@wanadoo.fr,"Adresse : 14 place de Verdun,39570,Montaigu | Tél : 03 84 24 43 11 | Fax : 03 84 24 74 63",https://www.montaigu-jura.fr/,mairie,True,Montaigu,True
mairie-63234-01,Mairie - Montaigut-le-Blanc 63234-01,mairie.montaigutleblanc@gmail.com,"Adresse : 1 place Amouroux,63320,Montaigut-le-Blanc | Tél : 04 73 96 70 05 | Fax : ",http://montaigut-le-blanc.fr,mairie,True,Montaigut-le-Blanc,True
mairie-23132-01,Mairie - Montaigut-le-Blanc 23132-01,mairie.montaigut.leblanc@orange.fr,"Adresse : 21 rue des Écoles, 23320, Montaigut-le-Blanc | Tél : 05 55 81 30 98 | Fax : 05 55 81 33 80",,mairie,True,Montaigut-le-Blanc,True
mairie-82120-01,Mairie - Montastruc 82120-01,com.montastruc@wanadoo.fr,"Adresse : 2 route de Labade,82130,Montastruc | Tél : 05 63 65 90 13 | Fax : 05 63 65 90 13",http://www.montastruc82.fr,mairie,True,Montastruc,True
mairie-65318-01,Mairie - Montastruc 65318-01,mairie.montastruc@orange.fr,"Adresse : 1 place de la Bigorre,65330,Montastruc | Tél : 05 62 43 01 73 | Fax : ",,mairie,True,Montastruc,True
mairie-47182-01,Mairie - Montastruc 47182-01,communemontastruc47@wanadoo.fr,"Adresse : Le Bourg,47380,Montastruc | Tél : 05 53 41 83 45 | Fax : 05 53 41 83 45",,mairie,True,Montastruc,True
mairie-38248-01,Mairie - Montaud 38248-01,mairie@montaud.fr,"Adresse : Le Village,38210,Montaud | Tél : 04 76 93 65 79 | Fax : ",http://www.montaud.fr,mairie,True,Montaud,True
mairie-34164-01,Mairie - Montaud 34164-01,accueil@montaud34.fr,"Adresse : Place de l'Église,34160,Montaud | Tél : 04 67 86 91 53 | Fax : ",http://www.montaud34.fr,mairie,True,Montaud,True
mairie-66112-01,Mairie - Montauriol 66112-01,montauriol.mairie@orange.fr,"Adresse : Le Village,66300,Montauriol | Tél : 04 68 38 86 00 | Fax : 04 68 38 78 51",http://mairie-montauriol.com,mairie,True,Montauriol,True
mairie-81172-01,Mairie - Montauriol 81172-01,mairiemontauriol@orange.fr,"Adresse : La Mothe,801190,Montauriol | Tél : 05 63 76 38 14 | Fax : 05 63 76 38 14",,mairie,True,Montauriol,True
mairie-11239-01,Mairie - Montauriol 11239-01,mairie.montauriol@wanadoo.fr,"Adresse : 3 rue de la Mairie, 011410, Montauriol | Tél : 04 68 60 37 17 | Fax : ",,mairie,True,Montauriol,True
mairie-47183-01,Mairie - Montauriol 47183-01,commune-de-montauriol@orange.fr,"Adresse : Le Bourg,47330,Montauriol | Tél : 05 53 36 84 50 | Fax : ",,mairie,True,Montauriol,True
mairie-64400-01,Mairie - Montaut 64400-01,mairie.montaut@orange.fr,"Adresse : Place de l'Église,64800,Montaut | Tél : 05 59 71 93 57 | Fax : 05 59 71 97 55",http://www.montaut64.fr,mairie,True,Montaut,True
mairie-47184-01,Mairie - Montaut 47184-01,mairie.montaut@lgtel.fr,"Adresse : Montaut-le-Vieux - Le Bourg,47210,Montaut | Tél : 05 53 36 03 66 | Fax : ",,mairie,True,Montaut,True
mairie-09199-01,Mairie - Montaut 09199-01,mairie.montaut09@orange.fr,"Adresse : Place de la Mairie, 9700, Montaut | Tél : 05 61 68 33 90 | Fax : ",,mairie,True,Montaut,True
mairie-40191-01,Mairie - Montaut 40191-01,montaut.mairie@wanadoo.fr,"Adresse : 155 rue Henri-II,40500,Montaut | Tél : 05 58 76 05 13 | Fax : 05 58 76 07 43",http://www.montaut.org,mairie,True,Montaut,True
mairie-24287-01,Mairie - Montaut 24287-01,mairie.montaut24@orange.fr,"Adresse : Le Bourg, 24560, Montaut | Tél : 05 53 58 76 82 | Fax : 05 53 58 76 82",http://www.pays-de-bergerac.com,mairie,True,Montaut,True
mairie-31361-01,Mairie - Montaut 31361-01,mairie-montaut31@wanadoo.fr,"Adresse : 672 route de Saint-Barthélemy,301410,Montaut | Tél : 05 61 87 41 68 | Fax : ",,mairie,True,Montaut,True
mairie-32278-01,Mairie - Montaut 32278-01,mairie.montaut-astarac@wanadoo.fr,"Adresse : Le Village,32300,Montaut | Tél : 05 62 67 07 84 | Fax : 05 62 67 07 84",,mairie,True,Montaut,True
mairie-48100-01,Mairie - Montbel 48100-01,mairie-montbel@orange.fr,"Adresse : Le Village,48170,Montbel | Tél : 04 66 47 96 15 | Fax : 04 66 47 96 15",,mairie,True,Montbel,True
mairie-09200-01,Mairie - Montbel 09200-01,mairie.montbel@wanadoo.fr,"Adresse : Place Saint-Vincent, 9600, Montbel | Tél : 04 68 69 20 31 | Fax : ",,mairie,True,Montbel,True
mairie-46199-01,Mairie - Montcabrier 46199-01,montcabrier46.mairie@wanadoo.fr,"Adresse : Le Bourg,46700,Montcabrier | Tél : 05 65 36 57 83 | Fax : ",http://www.montcabrier.fr,mairie,True,Montcabrier,True
mairie-81173-01,Mairie - Montcabrier 81173-01,montcabrier.mairie@orange.fr,"Adresse : Au Teroun,801500,Montcabrier | Tél : 05 63 58 71 15 | Fax : ",http://www.montcabrier-tarn.fr,mairie,True,Montcabrier,True
mairie-63235-01,Mairie - Montcel 63235-01,mairiemontcel@gmail.com,"Adresse : 3 rue du Fuchet-des-Rameaux,63460,Montcel | Tél : 04 73 33 03 65 | Fax : ",http://www.ville-montcel.com,mairie,True,Montcel,True
mairie-73164-01,Mairie - Montcel 73164-01,commune.lemontcel@wanadoo.fr,"Adresse : 10 place du Monument,73100,Montcel | Tél : 04 79 63 50 83 | Fax : ",http://www.montcel-savoie.fr,mairie,True,Montcel,True
mairie-04126-01,Mairie - Montclar 04126-01,mairie@montclar.com,"Adresse : Bâtiment communal, 4140, Montclar | Tél : 04 92 30 92 00 | Fax : 04 92 30 92 09",http://www.mairie-montclar.com,mairie,True,Montclar,True
mairie-11242-01,Mairie - Montclar 11242-01,mairie.montclar11@orange.fr,"Adresse : 4 rue de la Mairie, 011250, Montclar | Tél : 04 68 26 86 09 | Fax : ",,mairie,True,Montclar,True
mairie-12149-01,Mairie - Montclar 12149-01,mairie.montclar@wanadoo.fr,"Adresse : Le Bourg, 012550, Montclar | Tél : 05 65 99 75 06 | Fax : 05 65 99 71 92",http://www.montclar.jimdo.com,mairie,True,Montclar,True
mairie-05081-01,Mairie - Montclus 05081-01,mairie.montclus05@free.fr,"Adresse : Le Village, 5700, Montclus | Tél : 04 92 67 05 51 | Fax : 09 56 83 66 54",,mairie,True,Montclus,True
mairie-30175-01,Mairie - Montclus 30175-01,mairie.montclus@wanadoo.fr,"Adresse : 4 rue Neuve,30630,Montclus | Tél : 04 66 82 25 73 | Fax : 04 66 82 20 13",http://www.village-montclus.fr,mairie,True,Montclus,True
mairie-02502-01,Mairie - Montcornet 02502-01,mairiemontcornet@wanadoo.fr,"Adresse : Place de l'Hôtel-de-Ville, 2340, Montcornet | Tél : 03 23 21 73 20 | Fax : 03 23 21 73 21",,mairie,True,Montcornet,True
mairie-08297-01,Mairie - Montcornet 08297-01,mairie.montcornet@orange.fr,"Adresse : 2 rue des Vieux-Prés, 8090, Montcornet | Tél : 03 24 54 81 10 | Fax : ",http://www.montcornet08.com,mairie,True,Montcornet,True
mairie-57478-01,Mairie - Montdidier 57478-01,mairie.montdidier@orange.fr,"Adresse : 3 rue Principale,57670,Montdidier | Tél : 03 87 01 29 54 | Fax : 03 87 01 29 54",,mairie,True,Montdidier,True
mairie-80561-01,Mairie - Montdidier 80561-01,mairie@ville-montdidier.fr,"Adresse : Place du Général-de-Gaulle,80500,Montdidier | Tél : 03 22 78 75 75 | Fax : 03 22 78 89 87",http://www.ville-montdidier.fr,mairie,True,Montdidier,True
mairie-82126-01,Mairie - Monteils 82126-01,accueil@mairie-monteils.fr,"Adresse : 1 place du Pigeonnier,82300,Monteils | Tél : 05 63 93 13 39 | Fax : 05 63 93 17 88",http://www.mairie-monteils.fr,mairie,True,Monteils,True
mairie-12150-01,Mairie - Monteils 12150-01,monteils@wanadoo.fr,"Adresse : Place de l'Église, 012200, Monteils | Tél : 05 65 29 63 48 | Fax : 05 65 29 60 20",http://www.monteils.fr,mairie,True,Monteils,True
mairie-30177-01,Mairie - Monteils 30177-01,mairie.monteils@orange.fr,"Adresse : 384 traversée du Village,30360,Monteils | Tél : 04 66 83 50 04 | Fax : 04 66 83 59 40",http://www.mairie-monteils30.fr,mairie,True,Monteils,True
mairie-81176-01,Mairie - Montels 81176-01,mairie81176@gmail.com,"Adresse : Le Bourg,801140,Montels | Tél : 05 63 33 21 45 | Fax : ",,mairie,True,Montels,True
mairie-09203-01,Mairie - Montels 09203-01,mairiedemontels@orange.fr,"Adresse : Village, 9240, Montels | Tél : 05 61 64 57 50 | Fax : ",,mairie,True,Montels,True
mairie-34167-01,Mairie - Montels 34167-01,commune-montels@wanadoo.fr,"Adresse : Place de la Mairie,34310,Montels | Tél : 04 67 93 31 29 | Fax : 04 67 93 49 29",,mairie,True,Montels,True
mairie-82127-01,Mairie - Montesquieu 82127-01,mairie-montesquieu@wanadoo.fr,"Adresse : Sainte-Thècle,82200,Montesquieu | Tél : 05 63 04 52 97 | Fax : 05 63 04 02 59",http://www.montesquieu.fr,mairie,True,Montesquieu,True
mairie-34168-01,Mairie - Montesquieu 34168-01,mairie.montesquieu@gmail.com,"Adresse : Hameau du Mas-Rolland - 6 route de Bédarieux,34320,Montesquieu | Tél : 04 67 24 83 58 | Fax : 04 67 24 83 58",,mairie,True,Montesquieu,True
mairie-47186-01,Mairie - Montesquieu 47186-01,mairie.montesquieu@wanadoo.fr,"Adresse : Le Bourg,47130,Montesquieu | Tél : 05 53 95 20 10 | Fax : 05 53 95 22 91",,mairie,True,Montesquieu,True
mairie-81177-01,Mairie - Montfa 81177-01,montfa2@wanadoo.fr,"Adresse : 2 place Rémy-Bardou,801210,Montfa | Tél : 05 63 59 52 09 | Fax : ",,mairie,True,Montfa,True
mairie-09205-01,Mairie - Montfa 09205-01,mairie.montfa@wanadoo.fr,"Adresse : Le Village, 9350, Montfa | Tél : 05 61 69 87 60 | Fax : ",,mairie,True,Montfa,True
mairie-02505-01,Mairie - Montfaucon 02505-01,mairie.demontfaucon@orange.fr,"Adresse : 2 hameau de la Ville-Chamblon, 2540, Montfaucon | Tél : 03 23 69 88 44 | Fax : 03 23 69 88 44",,mairie,True,Montfaucon,True
mairie-46204-01,Mairie - Montfaucon 46204-01,mairiedemontfaucon@wanadoo.fr,"Adresse : 2 place de la Mairie,46240,Montfaucon | Tél : 05 65 31 12 58 | Fax : ",,mairie,True,Montfaucon,True
mairie-30178-01,Mairie - Montfaucon 30178-01,montfaucon.mairie@wanadoo.fr,"Adresse : 23 rue de la République,30150,Montfaucon | Tél : 04 66 50 06 46 | Fax : 04 66 50 07 75",http://www.montfaucon.fr,mairie,True,Montfaucon,True
mairie-25395-01,Mairie - Montfaucon 25395-01,mairie.montfaucon@wanadoo.fr,"Adresse : 14 rue des Fontaines, 25660, Montfaucon | Tél : 03 81 81 45 71 | Fax : 03 81 83 21 09",http://www.montfaucon25.fr,mairie,True,Montfaucon,True
mairie-38256-01,Mairie - Montferrat 38256-01,mairie.montferrat@paysvoironnais.com,"Adresse : 150 place Pégoud,38620,Montferrat | Tél : 04 76 32 30 02 | Fax : 04 76 32 41 04",http://www.montferrat38.fr,mairie,True,Montferrat,True
mairie-83082-01,Mairie - Montferrat 83082-01,mairie-montferrat@wanadoo.fr,"Adresse : 1 placette de la Mairie,83131,Montferrat | Tél : 04 94 50 21 91 | Fax : 04 94 70 93 28",http://www.montferrat.fr,mairie,True,Montferrat,True
mairie-64403-01,Mairie - Montfort 64403-01,mairie.montfort64@orange.fr,"Adresse : 3 route de Rive-Haute,64190,Montfort | Tél : 05 59 38 64 32 | Fax : 05 59 38 64 32",,mairie,True,Montfort,True
mairie-04127-01,Mairie - Montfort 04127-01,mairie.montfort@wanadoo.fr,"Adresse : 1 allée des Tilleuls, 4600, Montfort | Tél : 04 92 64 02 90 | Fax : 04 92 64 24 07",http://www.montfort-en-provence.fr,mairie,True,Montfort,True
mairie-40195-01,Mairie - Montgaillard 40195-01,mmontgaillard@wanadoo.fr,"Adresse : 165 rue Saint-Gilles,40500,Montgaillard | Tél : 05 58 03 58 77 | Fax : ",,mairie,True,Montgaillard,True
mairie-81178-01,Mairie - Montgaillard 81178-01,montgaillard81@wanadoo.fr,"Adresse : 34 Grand'rue,801630,Montgaillard | Tél : 05 63 33 52 08 | Fax : 05 63 33 52 08",,mairie,True,Montgaillard,True
mairie-47176-01,Mairie - Montgaillard 47176-01,mairie.montgaillard@wanadoo.fr,"Adresse : Le Bourg,47230,Montgaillard | Tél : 05 53 65 54 18 | Fax : 09 70 32 22 35",,mairie,True,Montgaillard,True
mairie-82129-01,Mairie - Montgaillard 82129-01,mairie-montgaillard@info82.com,"Adresse : Le Bourg,82120,Montgaillard | Tél : 05 63 94 05 44 | Fax : 05 63 94 05 44",,mairie,True,Montgaillard,True
mairie-65320-01,Mairie - Montgaillard 65320-01,mairie.montgaillard65@wanadoo.fr,"Adresse : 30 place de la Mairie,65200,Montgaillard | Tél : 05 62 91 50 75 | Fax : 05 62 91 06 14",,mairie,True,Montgaillard,True
mairie-51378-01,Mairie - Monthelon 51378-01,mairie-monthelon51@wanadoo.fr,"Adresse : 8 rue Henri-Martin,501530,Monthelon | Tél : 03 26 59 70 00 | Fax : ",http://monthelon.fr,mairie,True,Monthelon,True
mairie-71313-01,Mairie - Monthelon 71313-01,mairie.monthelon@orange.fr,"Adresse : 1 rue de la Mairie,701400,Monthelon | Tél : 03 85 52 53 14 | Fax : 03 85 52 53 14",,mairie,True,Monthelon,True
mairie-65321-01,Mairie - Montignac 65321-01,Mairie.montignac@wanadoo.fr,"Adresse : Village,65690,Montignac | Tél : 05 62 35 48 31 | Fax : 05 62 35 48 31",,mairie,True,Montignac,True
mairie-24291-01,Mairie - Montignac 24291-01,info@ville-montignac.com,"Adresse : Place Yvon-Delbos, 24290, Montignac | Tél : 05 53 51 72 00 | Fax : 05 53 51 72 19",http://www.ville-montignac.com,mairie,True,Montignac,True
mairie-33292-01,Mairie - Montignac 33292-01,mmontignac@wanadoo.fr,"Adresse : Le Bourg,33760,Montignac | Tél : 05 56 23 51 51 | Fax : 05 56 23 51 51",,mairie,True,Montignac,True
mairie-14446-01,Mairie - Montigny 14446-01,mairie.montigny14@wanadoo.fr,"Adresse : La Crette, 014210, Montigny | Tél : 02 31 39 07 22 | Fax : ",,mairie,True,Montigny,True
mairie-54377-01,Mairie - Montigny 54377-01,mairiedemontigny@orange.fr,"Adresse : 6 rue de la Mairie,54540,Montigny | Tél : 03 83 42 19 50 | Fax : 03 83 42 19 50",,mairie,True,Montigny,True
mairie-18151-01,Mairie - Montigny 18151-01,mairie.montigny.18@gmail.com,"Adresse : Le Bourg, 018250, Montigny | Tél : 02 48 69 58 22 | Fax : 02 48 69 58 22",,mairie,True,Montigny,True
mairie-76446-01,Mairie - Montigny 76446-01,montigny-mairie@wanadoo.fr,"Adresse : 425 rue du Lieutenent-Aubert,76380,Montigny | Tél : 02 35 36 23 59 | Fax : 02 35 36 14 55",http://www.montignyinfos.fr,mairie,True,Montigny,True
mairie-45214-01,Mairie - Montigny 45214-01,mairie-de-montigny@wanadoo.fr,"Adresse : Rue du Peytit,45170,Montigny | Tél : 02 38 39 88 14 | Fax : 02 38 32 92 33",,mairie,True,Montigny,True
mairie-81180-01,Mairie - Montirat 81180-01,mairie.montirat@wanadoo.fr,"Adresse : Le Village,801190,Montirat | Tél : 09 67 43 92 02 | Fax : ",,mairie,True,Montirat,True
mairie-11248-01,Mairie - Montirat 11248-01,montirat.mairie@wanadoo.fr,"Adresse : 8 impasse de la Mairie, 011800, Montirat | Tél : 04 68 78 74 19 | Fax : ",,mairie,True,Montirat,True
mairie-71314-01,Mairie - Montjay 71314-01,mairie-montjay@wanadoo.fr,"Adresse : Le Bourg - 34 route de Torpes,701310,Montjay | Tél : 03 85 72 31 85 | Fax : ",,mairie,True,Montjay,True
mairie-05086-01,Mairie - Montjay 05086-01,mairie.montjay05@gmail.com,"Adresse : Le Village, 5150, Montjay | Tél : 04 92 66 26 03 | Fax : ",,mairie,True,Montjay,True
mairie-16229-01,Mairie - Montjean 16229-01,mairiemontjean@wanadoo.fr,"Adresse : 16 Grand'rue, 016240, Montjean | Tél : 05 45 31 09 14 | Fax : ",,mairie,True,Montjean,True
mairie-53158-01,Mairie - Montjean 53158-01,contact@mairie-montjean53.fr,"Adresse : Square Henri-de-Monti,53320,Montjean | Tél : 02 43 02 11 08 | Fax : 02 43 02 02 05",http://www.mairie-montjean53.fr,mairie,True,Montjean,True
mairie-82130-01,Mairie - Montjoi 82130-01,mairie-montjoi@info82.com,"Adresse : 1 rue Haute,82400,Montjoi | Tél : 05 63 94 24 90 | Fax : 05 63 94 25 07",,mairie,True,Montjoi,True
mairie-11250-01,Mairie - Montjoi 11250-01,commune.montjoi@wanadoo.fr,"Adresse : Le Village, 011330, Montjoi | Tél : 04 68 70 03 52 | Fax : ",http://www.montjoi.fr,mairie,True,Montjoi,True
mairie-39273-01,Mairie - Montlainsia 39273-01,mairielains@orange.fr,"Adresse : Lains - Grande rue,39320,Montlainsia | Tél : 03 84 85 45 54 | Fax : 03 84 85 45 54",,mairie,True,Montlainsia,True
mairie-39273-03,Mairie - Montlainsia 39273-03,montagna@montlainsia.fr,"Adresse : Montagna-le-Templier - 1 place de la Mairie,39320,Montlainsia | Tél : 03 84 44 30 93 | Fax : ",,mairie,True,Montlainsia,True
mairie-12154-01,Mairie - Montlaur 12154-01,communedemontlaur@orange.fr,"Adresse : Place de la Mairie, 012400, Montlaur | Tél : 05 65 99 84 85 | Fax : 05 65 99 84 85",http://www.mairie-montlaur.com,mairie,True,Montlaur,True
mairie-31384-01,Mairie - Montlaur 31384-01,mairiedemontlaur@orange.fr,"Adresse : 1 place du Lauragais,301450,Montlaur | Tél : 05 61 81 00 00 | Fax : 05 61 81 47 25",http://www.montlaur.fr,mairie,True,Montlaur,True
mairie-21436-01,Mairie - Montmain 21436-01,mairie.montmain@ozone.net,"Adresse : Place Saint-Laurent, 201250, Montmain | Tél : 03 80 21 08 76 | Fax : 03 80 21 08 76",http://www.mairie-montmain.fr,mairie,True,Montmain,True
mairie-76448-01,Mairie - Montmain 76448-01,montmain@wanadoo.fr,"Adresse : 251 rue de la Mairie,76520,Montmain | Tél : 02 35 79 09 29 | Fax : 02 35 79 32 99",http://www.montmain.fr,mairie,True,Montmain,True
mairie-11252-01,Mairie - Montmaur 11252-01,commune.montmaur@orange.fr,"Adresse : 1 bis rue de la République, 011320, Montmaur | Tél : 04 68 60 00 74 | Fax : 04 68 60 00 74",http://www.commune-montmaur.fr,mairie,True,Montmaur,True
mairie-05087-01,Mairie - Montmaur 05087-01,mairie-montmaur@wanadoo.fr,"Adresse : Le Village - Avenue Albert-Bonnardel, 5400, Montmaur | Tél : 04 92 58 05 59 | Fax : 04 92 58 13 38",http://www.montmaur05.fr,mairie,True,Montmaur,True
mairie-51380-01,Mairie - Montmirail 51380-01,mairie.montmirail@wanadoo.fr,"Adresse : 12 rue Jeanne-d'Arc,501210,Montmirail | Tél : 03 26 81 11 46 | Fax : 03 26 81 14 27",http://www.montmirail.fr,mairie,True,Montmirail,True
mairie-72208-01,Mairie - Montmirail 72208-01,montmirail.mairie@wanadoo.fr,"Adresse : 11 place du Château,72320,Montmirail | Tél : 02 43 93 65 26 | Fax : 02 43 71 75 98",http://www.montmirail.mairie72.fr,mairie,True,Montmirail,True
mairie-16230-01,Mairie - Montmoreau 16230-01,mairie@montmoreau.fr,"Adresse : Montmoreau-Saint-Cybard - 29 avenue Aquitaine, 016190, Montmoreau | Tél : 05 45 60 33 19 | Fax : 05 45 60 28 71",http://www.montmoreau.fr,mairie,True,Montmoreau,True
mairie-16230-03,Mairie - Montmoreau 16230-03,mairie@montmoreau.fr,"Adresse : Saint-Amant-de-Montmoreau - 1 impasse de lAncien-Presbytère, 016190, Montmoreau | Tél : 05 45 60 31 50 | Fax : 05 45 60 83 50",http://www.montmoreau.fr,mairie,True,Montmoreau,True
mairie-21440-01,Mairie - Montot 21440-01,communedemontot@wanadoo.fr,"Adresse : 2 Grande rue, 201170, Montot | Tél : 03 80 29 97 72 | Fax : ",,mairie,True,Montot,True
mairie-70368-01,Mairie - Montot 70368-01,communemontot@orange.fr,"Adresse : 17 A Grande rue,70180,Montot | Tél : 03 84 67 04 01 | Fax : ",,mairie,True,Montot,True
